https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種,施設名,施設-電話番号1,許可年月日,施設-住所0,施設-住所1,施設-マンション名,申請者1,申請-電話番号1,申請者2,申請-住所0,申請-住所1,申請-マンション名,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種名称,屋号名称,営業所電話番号,許可年月日,営業所所在地,,,営業者氏名,本社電話番号,代表者氏名,法人所在地,,,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
飲食店営業,ＨＡＷＡＩＩ ＨＡＬＬ,03-5876-3188,令和3年12月9日,東京都葛飾区柴又一丁目２４番４号キャピタルビュー柴又１０１室,東京都葛飾区柴又１丁目２４番４号,キャピタルビュー柴又１０１室,株式会社康盛,03-5876-3188,陳子彬,東京都荒川区西日暮里三丁目６番１４－３０１号,東京都荒川区西日暮里３丁目６番１４,３０１号,,201,ＨＡＷＡＩＩ ＨＡＬＬ,03,03-5876-3188,,,,東京都葛飾区柴又１丁目２４番４号,東京都葛飾区柴又１丁目２４番４号,キャピタルビュー柴又１０１室,75677,13,13122,柴又１,,,2021/12/09,,,株式会社康盛,陳子彬,03-5876-3188,東京都荒川区西日暮里３丁目６番１４,東京都荒川区西日暮里３丁目６番１４,３０１号,74992,東京都,荒川区,西日暮里３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＨＡＷＡＩＩＨＡＬＬ03-5876-31887567713122,60109980-0ad5-4ba2-b158-f4de74807efd,株式会社康盛74992,19240ce3-d7b1-43e3-b1a5-935f1fd309a7,2acf40b5-e36f-4ffa-a72f-48c570b2d43a,2021/12/09,ＨＡＷＡＩＩ　ＨＡＬＬ,ＨＡＷＡＩＩＨＡＬＬ,株式会社康盛
飲食店営業,小木屋餃子   お花茶屋店,03-5654-7108,令和3年11月15日,東京都葛飾区宝町二丁目３４番２８号,東京都葛飾区宝町２丁目３４番２８号,,,,,,,,,201,小木屋餃子   お花茶屋店,03,03-5654-7108,,,,東京都葛飾区宝町２丁目３４番２８号,東京都葛飾区宝町２丁目３４番２８号,,75701,13,13122,宝町２,,,2021/11/15,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,小木屋餃子お花茶屋店03-5654-71087570113122,68d8baff-96a1-4f2d-8210-81c8c2d242da,,personal,5e11daaf-4895-4eaf-8a1e-4ef7d70332f9,2021/11/15,小木屋餃子　お花茶屋店,小木屋餃子お花茶屋店,
飲食店営業,Ｂａｒ   ｅｌｆ,,令和3年11月24日,東京都葛飾区新小岩一丁目３４番６号 ＬＮＳビル２０１,東京都葛飾区新小岩１丁目３４番６号, ＬＮＳビル２０１,有限会社創和,03-6657-7837,則近祐二,東京都葛飾区堀切一丁目３４番１０号,東京都葛飾区堀切１丁目３４番１０号,,一致の場合削除肉汁餃子製作所ダンダダン酒場新小岩店/Ｂａｒ　ｅｌｆ,201,Ｂａｒ   ｅｌｆ,03,,,,,東京都葛飾区新小岩１丁目３４番６号,東京都葛飾区新小岩１丁目３４番６号, ＬＮＳビル２０１,75688,13,13122,新小岩１,,,2021/11/24,,,有限会社創和,則近祐二,03-6657-7837,東京都葛飾区堀切１丁目３４番１０号,東京都葛飾区堀切１丁目３４番１０号,,75763,東京都,葛飾区,堀切１,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,Ｂａｒｅｌｆ7568813122,1ed056fc-b3e1-4727-953a-b68dd2336a85,有限会社創和75763,6a167775-cfaa-48ea-b9bb-860e25f47106,bbb66495-8886-45f8-960f-b16c26399499,2021/11/24,Ｂａｒ　ｅｌｆ,Ｂａｒｅｌｆ,有限会社創和
飲食店営業,ＴＯ－ＦＵ・ＹＡ,,令和3年11月19日,東京都葛飾区新小岩一丁目４０番１２号,東京都葛飾区新小岩１丁目４０番１２号,,千田昌孝,,,,,,一致の場合削除肉汁餃子製作所ダンダダン酒場新小岩店/ＴＯ－ＦＵ・ＹＡ,201,ＴＯ－ＦＵ・ＹＡ,03,,,,,東京都葛飾区新小岩１丁目４０番１２号,東京都葛飾区新小岩１丁目４０番１２号,,75688,13,13122,新小岩１,,,2021/11/19,,,,千田昌孝 ,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＴＯＦＵＹＡ7568813122,a794721e-f905-4c4b-a32b-cc8f6e009845,,personal,0faea9d7-727c-484c-9693-6be31f901357,2021/11/19,ＴＯ－ＦＵ・ＹＡ,ＴＯＦＵＹＡ,
飲食店営業,ＶＡＺＺ   新小岩店,03-5879-6275,令和3年12月24日,東京都葛飾区新小岩二丁目４番２号三翔ビル６０７,東京都葛飾区新小岩２丁目４番２号,三翔ビル６０７,寺林一生,,,,,,,201,ＶＡＺＺ   新小岩店,03,03-5879-6275,,,,東京都葛飾区新小岩２丁目４番２号,東京都葛飾区新小岩２丁目４番２号,三翔ビル６０７,75689,13,13122,新小岩２,,,2021/12/24,,,,寺林一生 ,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＶＡＺＺ新小岩店03-5879-62757568913122,121197cd-d4c3-4fbc-9152-8168ec3bc596,,personal,33357bf4-4947-4b3d-a13a-b00fe08ac4c8,2021/12/24,ＶＡＺＺ　新小岩店,ＶＡＺＺ新小岩店,
飲食店営業,川久保酒房   うめ吉,03-3695-1638,令和3年12月15日,東京都葛飾区東新小岩一丁目１７番１１号,東京都葛飾区東新小岩１丁目１７番１１号,,川久保興業有限会社,03-3695-1638,矢渡圭祐,東京都葛飾区東新小岩一丁目１７番１１号,東京都葛飾区東新小岩１丁目１７番１１号,,一致の場合削除スナックすみれ/川久保酒房　うめ吉,201,川久保酒房   うめ吉,03,03-3695-1638,,,,東京都葛飾区東新小岩１丁目１７番１１号,東京都葛飾区東新小岩１丁目１７番１１号,,75733,13,13122,東新小岩１,,,2021/12/15,,,川久保興業有限会社,矢渡圭祐,03-3695-1638,東京都葛飾区東新小岩１丁目１７番１１号,東京都葛飾区東新小岩１丁目１７番１１号,,75733,東京都,葛飾区,東新小岩１,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,川久保酒房うめ吉03-3695-16387573313122,6e47f9c0-a375-4839-9183-dea0d36b2745,川久保興業有限会社75733,61cf0307-dcbc-4d77-8609-22a30cfdd870,a7d39915-cd02-40fe-86c1-5f3f08adc3f4,2021/12/15,川久保酒房　うめ吉,川久保酒房うめ吉,川久保興業有限会社
飲食店営業,※※※※※,,令和3年12月10日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/10,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,ce4f5398-9595-4c07-82b4-1b0b350ec7cc,2021/12/10,※※※※※,※※※※※,
飲食店営業,クレープ専門店   ワクレ堂,03-6662-5122,令和3年11月24日,東京都葛飾区亀有三丁目２０番２号都ビル亀有１０４,東京都葛飾区亀有３丁目２０番２号,都ビル亀有１０４,株式会社ケイワールド,03-6426-1908,遠藤和夫,,,,,201,クレープ専門店   ワクレ堂,03,03-6662-5122,,,,東京都葛飾区亀有３丁目２０番２号,東京都葛飾区亀有３丁目２０番２号,都ビル亀有１０４,75670,13,13122,亀有３,,,2021/11/24,,,株式会社ケイワールド,遠藤和夫,03-6426-1908,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,クレプ専門店ワクレ堂03-6662-51227567013122,3e5cbffc-6ab6-4744-89ca-a4bb24e7ff72,株式会社ケイワールド,cfa5633a-22cd-4629-8884-f6adf0b24d65,8db922ef-17c5-4d5e-b977-211bb88e7d08,2021/11/24,クレープ専門店　ワクレ堂,クレプ専門店ワクレ堂,株式会社ケイワールド
飲食店営業,Ｃａｆｅ   Ｃｈｉｅｎ,03-6273-2155,令和3年12月23日,東京都葛飾区高砂一丁目１８番８号,東京都葛飾区高砂１丁目１８番８号,,田中葉子,,,,,,,201,Ｃａｆｅ   Ｃｈｉｅｎ,03,03-6273-2155,,,,東京都葛飾区高砂１丁目１８番８号,東京都葛飾区高砂１丁目１８番８号,,75692,13,13122,高砂１,,,2021/12/23,,,,田中葉子 ,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＣａｆｅＣｈｉｅｎ03-6273-21557569213122,280242b3-1332-49f2-b0a2-1d9e3f025dae,,personal,7310d636-ef37-497b-8876-b2426e191bbf,2021/12/23,Ｃａｆｅ　Ｃｈｉｅｎ,ＣａｆｅＣｈｉｅｎ,
飲食店営業,Ｄ．Ｋ．   ＣＡＦＥ　＆   ＢＡＲ,,令和3年12月24日,東京都葛飾区東四つ木三丁目３４番７号,東京都葛飾区東四つ木３丁目３４番７号,,ＷＩＴＨＡＮＡ ＰＡＴＨＩＲＡＮＮＡＨＡＬＡＧＥ ＭＡＤＵＳＨＡＮ   ＤＩＮＵＫＡ,,,,,,,201,Ｄ．Ｋ．   ＣＡＦＥ　＆   ＢＡＲ,03,,,,,東京都葛飾区東四つ木３丁目３４番７号,東京都葛飾区東四つ木３丁目３４番７号,,75756,13,13122,東四つ木３,,,2021/12/24,,,,ＷＩＴＨＡＮＡ ＰＡＴＨＩＲＡＮＮＡＨＡＬＡＧＥ ＭＡＤＵＳＨＡＮ   ＤＩＮＵＫＡ ,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＤＫＣＡＦＥＢＡＲ7575613122,3b6a8c43-50f6-4227-b3d5-3624d6015aa9,,personal,1ad71701-e97e-4cf6-8522-cd2044fddbc4,2021/12/24,Ｄ．Ｋ．　ＣＡＦＥ　＆　ＢＡＲ,ＤＫＣＡＦＥＢＡＲ,
飲食店営業,※※※※※,,令和3年12月3日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/03,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,c8011c77-7047-4fa4-a715-b6bc1198b2ec,2021/12/03,※※※※※,※※※※※,
飲食店営業,焼肉   もりもと,,令和3年12月7日,東京都葛飾区西亀有三丁目３９番１３号,東京都葛飾区西亀有３丁目３９番１３号,,李尚哲（森本尚哲）,,,,,,,201,焼肉   もりもと,03,,,,,東京都葛飾区西亀有３丁目３９番１３号,東京都葛飾区西亀有３丁目３９番１３号,,75718,13,13122,西亀有３,,,2021/12/07,,,,李尚哲（森本尚哲） ,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,焼肉もりもと7571813122,10c74c0d-c039-4b9b-a225-91274d3ba7f5,,personal,56df5c83-770f-46db-90d8-3b3236c92203,2021/12/07,焼肉　もりもと,焼肉もりもと,
飲食店営業,焼肉   木浦,03-3657-0457,令和3年11月4日,東京都葛飾区柴又四丁目１２番２６号,東京都葛飾区柴又４丁目１２番２６号,,松川麻里,,,,,,,201,焼肉   木浦,03,03-3657-0457,,,,東京都葛飾区柴又４丁目１２番２６号,東京都葛飾区柴又４丁目１２番２６号,,75680,13,13122,柴又４,,,2021/11/04,,,,松川麻里 ,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,焼肉木浦03-3657-04577568013122,57f25955-2cd3-414c-a7fc-11766fc17a53,,personal,b8f7f882-8b14-47d2-a1ee-09ebc4c2ca19,2021/11/04,焼肉　木浦,焼肉木浦,
飲食店営業,北海道ジンギスカン新小岩店,,令和3年12月1日,東京都葛飾区新小岩一丁目２２番１０号トーアファンシービル１階,東京都葛飾区新小岩１丁目２２番１０号,トーアファンシービル１階,ＫＡＧＡ株式会社,,鍛冶加緒里,東京都江戸川区松島三丁目１５番２４号メゾン岩野４０２,東京都江戸川区松島３丁目１５番２４号,メゾン岩野４０２,,201,北海道ジンギスカン新小岩店,03,,,,,東京都葛飾区新小岩１丁目２２番１０号,東京都葛飾区新小岩１丁目２２番１０号,トーアファンシービル１階,75688,13,13122,新小岩１,,,2021/12/01,,,ＫＡＧＡ株式会社,鍛冶加緒里,,東京都江戸川区松島３丁目１５番２４号,東京都江戸川区松島３丁目１５番２４号,メゾン岩野４０２,75914,東京都,江戸川区,松島３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,北海道ジンギスカン新小岩店7568813122,f423d6fe-47ba-417f-9e6e-3acce0839840,ＫＡＧＡ株式会社75914,900d74bf-c44b-4d52-bbc1-09792ac49f1a,d15f1949-e2ae-44f3-b629-228adce8f0af,2021/12/01,北海道ジンギスカン新小岩店,北海道ジンギスカン新小岩店,ＫＡＧＡ株式会社
飲食店営業,炭火焼肉   矢つぐ   駅前店,,令和3年11月10日,東京都葛飾区新小岩二丁目２番２号都ビル１Ｆ,東京都葛飾区新小岩２丁目２番,２号都ビル１Ｆ,有限会社矢次,,矢次貴弘,東京都西東京市南町五丁目１２番１１号,東京都西東京市南町５丁目１２番１１号,,,201,炭火焼肉   矢つぐ   駅前店,03,,,,,東京都葛飾区新小岩２丁目２番,東京都葛飾区新小岩２丁目２番,２号都ビル１Ｆ,75689,13,13122,新小岩２,,,2021/11/10,,,有限会社矢次,矢次貴弘,,東京都西東京市南町５丁目１２番１１号,東京都西東京市南町５丁目１２番１１号,,78094,東京都,西東京市,南町５,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,炭火焼肉矢つぐ駅前店7568913122,00201_fa82e430-b919-4c71-8ee4-a52b2dd8f21b,有限会社矢次78094,9df23f1a-17cb-4466-8d10-613b78089287,442e9d51-7064-4266-b8bd-f08ec6ee19ec,2021/11/10,炭火焼肉　矢つぐ　駅前店,炭火焼肉矢つぐ駅前店,有限会社矢次
飲食店営業,サイゼリヤ   アリオ亀有店,03-3602-8160,令和3年12月13日,東京都葛飾区亀有三丁目４９番３号アリオ亀有   １３５区画,東京都葛飾区亀有３丁目４９番３号,アリオ亀有１３５区画,株式会社サイゼリヤ,048-991-9611,正垣泰彦,埼玉県吉川市旭２番地５,埼玉県吉川市旭２番地５,,,201,サイゼリヤ   アリオ亀有店,03,03-3602-8160,,,,東京都葛飾区亀有３丁目４９番３号,東京都葛飾区亀有３丁目４９番３号,アリオ亀有１３５区画,75670,13,13122,亀有３,,,2021/12/13,,,株式会社サイゼリヤ,正垣泰彦,048-991-9611,埼玉県吉川市旭２番地５,埼玉県吉川市旭２番地５,,66045,埼玉県,吉川市,旭,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,サイゼリヤアリオ亀有店03-3602-81607567013122,bab506da-c0fd-42f2-8ae5-a8ad9f66c00f,株式会社サイゼリヤ66045,8ea4ae46-5082-47b1-8055-b1b087cb84c5,1a4724fa-79e1-450a-aed9-5ea337d90bcc,2021/12/13,サイゼリヤ　アリオ亀有店,サイゼリヤアリオ亀有店,株式会社サイゼリヤ
飲食店営業,オリーブの丘   綾瀬店,,令和3年11月19日,東京都葛飾区小菅四丁目３番１号,東京都葛飾区小菅４丁目３番１号,,株式会社オリーブの丘,03-6833-9657,小野﨑聡,東京都港区港南二丁目１８番１号,東京都港区港南２丁目１８番１号,,,201,オリーブの丘   綾瀬店,03,,,,,東京都葛飾区小菅４丁目３番１号,東京都葛飾区小菅４丁目３番１号,,75676,13,13122,小菅４,,,2021/11/19,,,株式会社オリーブの丘,小野﨑聡,03-6833-9657,東京都港区港南２丁目１８番１号,東京都港区港南２丁目１８番１号,,73073,東京都,港区,港南２,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,オリブの丘綾瀬店7567613122,33ccc2a5-5405-4835-bf05-163d9a98bb01,株式会社オリーブの丘73073,2eadf249-a13a-4982-bf6d-74a01e34774f,fa0d65af-e4ed-4a02-8e78-6974eeb631f5,2021/11/19,オリーブの丘　綾瀬店,オリブの丘綾瀬店,株式会社オリーブの丘
飲食店営業,ｂｂ．ｑ   ＯＬＩＶＥ ＣＨＩＣＫＥＮ   ｃａｆｅ   アリオ亀有,,令和3年11月24日,東京都葛飾区亀有三丁目４９番３号１４１区画,東京都葛飾区亀有３丁目４９番３号,１４１区画,株式会社田中コーポレーション,03-3631-5186,田中秀雄,東京都墨田区両国一丁目４番４号,東京都墨田区両国１丁目４番４号,,,201,ｂｂ．ｑ   ＯＬＩＶＥ ＣＨＩＣＫＥＮ   ｃａｆｅ   アリオ亀有,03,,,,,東京都葛飾区亀有３丁目４９番３号,東京都葛飾区亀有３丁目４９番３号,１４１区画,75670,13,13122,亀有３,,,2021/11/24,,,株式会社田中コーポレーション,田中秀雄,03-3631-5186,東京都墨田区両国１丁目４番４号,東京都墨田区両国１丁目４番４号,,73594,東京都,墨田区,両国１,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ｂｂｑＯＬＩＶＥＣＨＩＣＫＥＮｃａｆｅアリオ亀有7567013122,5c992bac-c9ca-4690-9a6e-e62398114f1b,株式会社田中コーポレーション73594,d9830753-62f4-47e6-b6e0-27531826c245,deded148-1a37-41a6-b156-9ba2b835e889,2021/11/24,ｂｂ．ｑ　ＯＬＩＶＥ　ＣＨＩＣＫＥＮ　ｃａｆｅ　アリオ亀有,ｂｂｑＯＬＩＶＥＣＨＩＣＫＥＮｃａｆｅアリオ亀有,株式会社田中コーポレーション
飲食店営業,※※※※※,,令和3年12月21日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/21,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,c6facd9e-3781-4f59-9de7-9dd89cc11b62,2021/12/21,※※※※※,※※※※※,
飲食店営業,※※※※※,,令和3年12月17日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/17,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,4cbe3237-1e26-4031-8a9e-7520c5b6bfbb,2021/12/17,※※※※※,※※※※※,
飲食店営業,赤家,03-6693-1119,令和3年12月27日,東京都葛飾区お花茶屋一丁目２０番１２号,東京都葛飾区お花茶屋１丁目２０番１２号,,ＴＨＡＮＨ   ＴＡＹ合同会社,,グエン・バン・タイン,東京都墨田区江東橋四丁目１３番１３－４０１号内木ビル,東京都墨田区江東橋４丁目１３番１３,内木ビル４０１号,,201,赤家,03,03-6693-1119,,,,東京都葛飾区お花茶屋１丁目２０番１２号,東京都葛飾区お花茶屋１丁目２０番１２号,,75654,13,13122,お花茶屋１,,,2021/12/27,,,ＴＨＡＮＨ   ＴＡＹ合同会社,グエン・バン・タイン,,東京都墨田区江東橋４丁目１３番１３,東京都墨田区江東橋４丁目１３番１３,内木ビル４０１号,73520,東京都,墨田区,江東橋４,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,赤家03-6693-11197565413122,b5668cfe-342e-436c-ab7c-c916f70f9d39,ＴＨＡＮＨ　ＴＡＹ合同会社73520,77030746-fefa-4baf-b83a-5cbddc40f8fe,196921f2-fd5c-4f57-94c6-555c8150934e,2021/12/27,赤家,赤家,ＴＨＡＮＨ　ＴＡＹ合同会社
飲食店営業,※※※※※,,令和3年11月9日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/11/09,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,67f687ce-d298-4c86-9548-bfe61742fa92,2021/11/09,※※※※※,※※※※※,
飲食店営業,すし銚子丸   雅   アリオ亀有店,03-3838-7160,令和3年11月1日,東京都葛飾区亀有三丁目４９番３号アリオ亀有      １階,東京都葛飾区亀有３丁目４９番３号,アリオ亀有１階,株式会社銚子丸,043-350-1266,石田満,千葉県千葉市美浜区浜田２丁目３９番地,千葉県千葉市美浜区浜田２丁目３９番地,,,201,すし銚子丸   雅   アリオ亀有店,03,03-3838-7160,,,,東京都葛飾区亀有３丁目４９番３号,東京都葛飾区亀有３丁目４９番３号,アリオ亀有１階,75670,13,13122,亀有３,,,2021/11/01,,,株式会社銚子丸,石田満,043-350-1266,千葉県千葉市美浜区浜田２丁目３９番地,千葉県千葉市美浜区浜田２丁目３９番地,,67427,千葉県,千葉市美浜区,浜田２,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,すし銚子丸雅アリオ亀有店03-3838-71607567013122,64e7d7e8-8834-4f4d-af2c-5c50ed035edc,株式会社銚子丸67427,54904c2c-f215-4977-a0df-769f6c9bc071,7e5eecb7-6028-46f3-b57b-f9278ee80c7a,2021/11/01,すし銚子丸　雅　アリオ亀有店,すし銚子丸雅アリオ亀有店,株式会社銚子丸
飲食店営業,※※※※※,,令和3年11月16日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/11/16,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,42e17612-9e13-4eeb-8f71-e2b4837644ab,2021/11/16,※※※※※,※※※※※,
飲食店営業,※※※※※,,令和3年12月10日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/10,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,5a54da5f-ddb4-428c-bf4d-1c17a676ee8c,2021/12/10,※※※※※,※※※※※,
飲食店営業,※※※※※,,令和3年12月10日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/10,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,c6b6efe4-5533-47d2-b670-b750e8936fb6,2021/12/10,※※※※※,※※※※※,
飲食店営業,※※※※※,,令和3年12月17日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/17,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,eaf4871d-e17a-4eaf-8cf2-57145e1c1e7e,2021/12/17,※※※※※,※※※※※,
飲食店営業,やまと庵,,令和3年12月6日,東京都葛飾区高砂三丁目１１番４号ステーションハイツ高砂１１０－Ａ,東京都葛飾区高砂３丁目１１番４号,ステーションハイツ高砂１１０－Ａ,株式会社ヌカタ,03-6877-2056,額田憲治朗,東京都葛飾区高砂三丁目２２番２号,東京都葛飾区高砂３丁目２２番２号,,,201,やまと庵,03,,,,,東京都葛飾区高砂３丁目１１番４号,東京都葛飾区高砂３丁目１１番４号,ステーションハイツ高砂１１０－Ａ,75694,13,13122,高砂３,,,2021/12/06,,,株式会社ヌカタ,額田憲治朗,03-6877-2056,東京都葛飾区高砂３丁目２２番２号,東京都葛飾区高砂３丁目２２番２号,,75694,東京都,葛飾区,高砂３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,やまと庵7569413122,7c9fa8db-6508-4ec2-8f9a-bc313b179154,株式会社ヌカタ75694,e36e0a69-82d5-4f78-9f98-302028113a4a,2387eca3-e6b9-4463-9954-1e2df07fdfbd,2021/12/06,やまと庵,やまと庵,株式会社ヌカタ
飲食店営業,※※※※※,,令和3年12月7日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/07,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,833f8dff-74f3-466e-a6c5-6070165d80f3,2021/12/07,※※※※※,※※※※※,
