https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種,施設名,施設-電話番号1,許可年月日,施設-住所0,施設-住所1,施設-マンション名,申請者1,申請-電話番号1,申請者2,申請-住所0,申請-住所1,申請-マンション名,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種名称,屋号名称,営業所電話番号,許可年月日,営業所所在地,,,営業者氏名,本社電話番号,代表者氏名,法人所在地,,,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
飲食店営業,やおよし,03-6240-7815,令和3年11月1日,東京都葛飾区小菅三丁目９番１５号,東京都葛飾区小菅３丁目９番１５号,,あうる合同会社,03-6662-7217,砂岡香奈,東京都葛飾区西亀有二丁目３０番１号,東京都葛飾区西亀有２丁目３０番１号,,,201,やおよし,03,03-6240-7815,,,,東京都葛飾区小菅３丁目９番１５号,東京都葛飾区小菅３丁目９番１５号,,75675,13,13122,小菅３,,,2021/11/01,,,あうる合同会社,砂岡香奈,03-6662-7217,東京都葛飾区西亀有２丁目３０番１号,東京都葛飾区西亀有２丁目３０番１号,,75717,東京都,葛飾区,西亀有２,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,やおよし03-6240-78157567513122,ad4504e1-3813-4cd1-8707-29e1c5805454,あうる合同会社75717,af3d64b5-ba91-4096-9cbb-40fa7e49dd87,fb376ed2-b60d-4768-88d1-d0cc7a7c047e,2021/11/01,やおよし,やおよし,あうる合同会社
飲食店営業,サミットストア   亀有駅北店,03-3620-3380,令和3年11月16日,東京都葛飾区亀有五丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,サミット株式会社,03-3318-5000,服部哲也,東京都杉並区永福三丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,,201,サミットストア   亀有駅北店,03,03-3620-3380,,,,東京都葛飾区亀有５丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,75672,13,13122,亀有５,,,2021/11/16,,,サミット株式会社,服部哲也,03-3318-5000,東京都杉並区永福３丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,74666,東京都,杉並区,永福３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,サミットストア亀有駅北店03-3620-33807567213122,5aedd6ce-0c78-44a0-8976-49928313f323,サミット株式会社74666,c23b225b-50ec-4918-8161-815e00152790,116d33ec-1b8f-4b8a-9a42-e23e8290314a,2021/11/16,サミットストア　亀有駅北店,サミットストア亀有駅北店,サミット株式会社
飲食店営業,サミットストア   亀有駅北店,03-3620-3380,令和3年11月16日,東京都葛飾区亀有五丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,サミット株式会社,03-3318-5000,服部哲也,東京都杉並区永福三丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,,201,サミットストア   亀有駅北店,03,03-3620-3380,,,,東京都葛飾区亀有５丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,75672,13,13122,亀有５,,,2021/11/16,,,サミット株式会社,服部哲也,03-3318-5000,東京都杉並区永福３丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,74666,東京都,杉並区,永福３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,サミットストア亀有駅北店03-3620-33807567213122,5aedd6ce-0c78-44a0-8976-49928313f323,サミット株式会社74666,c23b225b-50ec-4918-8161-815e00152790,b5c816e2-83c7-4244-a4c2-74f78230b373,2021/11/16,サミットストア　亀有駅北店,サミットストア亀有駅北店,サミット株式会社
飲食店営業,※※※※※,,令和3年12月9日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/09,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,ec799e7b-8f80-47c3-8fe5-662553b87421,2021/12/09,※※※※※,※※※※※,
飲食店営業,ちよだ鮨   新小岩ルミエール店,03-5662-1936,令和3年12月10日,東京都葛飾区新小岩一丁目３７番８号,東京都葛飾区新小岩１丁目３７番８号,,株式会社ちよだ鮨,03-3543-6681,中島正人,東京都中央区明石町８番１号,東京都中央区明石町８番１号,,,201,ちよだ鮨   新小岩ルミエール店,03,03-5662-1936,,,,東京都葛飾区新小岩１丁目３７番８号,東京都葛飾区新小岩１丁目３７番８号,,75688,13,13122,新小岩１,,,2021/12/10,,,株式会社ちよだ鮨,中島正人,03-3543-6681,東京都中央区明石町８番１号,東京都中央区明石町８番１号,,72940,東京都,中央区,明石町,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ちよだ鮨新小岩ルミエル店03-5662-19367568813122,d8c8766e-daf8-40d2-9e95-7b203251dca0,株式会社ちよだ鮨72940,7eea76e6-e2f2-4744-b3bd-a24b51bb5820,6a801689-2ec8-4992-aed0-bce7b1a53c2e,2021/12/10,ちよだ鮨　新小岩ルミエール店,ちよだ鮨新小岩ルミエル店,株式会社ちよだ鮨
飲食店営業,おはな丼丸   新小岩北口店,03-6657-6770,令和3年12月10日,東京都葛飾区西新小岩一丁目９番２号,東京都葛飾区西新小岩１丁目９番２号,,合同会社シーモンズカンパニー,03-6326-7568,勝沼裕樹,東京都葛飾区東四つ木一丁目１９番４号,東京都葛飾区東四つ木１丁目１９番４号,,,201,おはな丼丸   新小岩北口店,03,03-6657-6770,,,,東京都葛飾区西新小岩１丁目９番２号,東京都葛飾区西新小岩１丁目９番２号,,75720,13,13122,西新小岩１,,,2021/12/10,,,合同会社シーモンズカンパニー,勝沼裕樹,03-6326-7568,東京都葛飾区東四つ木１丁目１９番４号,東京都葛飾区東四つ木１丁目１９番４号,,75754,東京都,葛飾区,東四つ木１,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,おはな丼丸新小岩北口店03-6657-67707572013122,58c17b8e-a42d-4105-be9a-4efc1a833d9b,合同会社シーモンズカンパニー75754,3d4991e1-295e-49d8-a329-5f6f3e956377,b2acc3b0-aa1a-4ec5-861f-5b580aac21bf,2021/12/10,おはな丼丸　新小岩北口店,おはな丼丸新小岩北口店,合同会社シーモンズカンパニー
飲食店営業,築地銀だこ   金町駅前店,03-5876-6778,令和3年11月5日,東京都葛飾区金町六丁目５番１号１０３,東京都葛飾区金町６丁目５番１号,１０３,株式会社ホットランド,03-3553-8885,佐瀬守男,東京都中央区新富一丁目９番６号,東京都中央区新富１丁目９番６号,,,201,築地銀だこ   金町駅前店,03,03-5876-6778,,,,東京都葛飾区金町６丁目５番１号,東京都葛飾区金町６丁目５番１号,１０３,75662,13,13122,金町６,,,2021/11/05,,,株式会社ホットランド,佐瀬守男,03-3553-8885,東京都中央区新富１丁目９番６号,東京都中央区新富１丁目９番６号,,72963,東京都,中央区,新富１,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,築地銀だこ金町駅前店03-5876-67787566213122,da4a64d5-e99d-47cd-bfe6-3b38bbb642f3,株式会社ホットランド72963,58e1ef3d-49e6-4975-a92c-ef100333be23,2d08b0b4-dbf7-427a-949c-a546e2973f68,2021/11/05,築地銀だこ　金町駅前店,築地銀だこ金町駅前店,株式会社ホットランド
飲食店営業,銀のあん   金町駅前店,03-5876-6778,令和3年11月5日,東京都葛飾区金町六丁目５番１号１０２,東京都葛飾区金町６丁目５番１号,１０２,株式会社ホットランド,03-3553-8885,佐瀬守男,東京都中央区新富一丁目９番６号,東京都中央区新富１丁目９番６号,,,201,銀のあん   金町駅前店,03,03-5876-6778,,,,東京都葛飾区金町６丁目５番１号,東京都葛飾区金町６丁目５番１号,１０２,75662,13,13122,金町６,,,2021/11/05,,,株式会社ホットランド,佐瀬守男,03-3553-8885,東京都中央区新富１丁目９番６号,東京都中央区新富１丁目９番６号,,72963,東京都,中央区,新富１,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,銀のあん金町駅前店03-5876-67787566213122,bd90cc65-d418-47f6-a601-32b66512e325,株式会社ホットランド72963,58e1ef3d-49e6-4975-a92c-ef100333be23,7d7f51e1-1ef1-4072-8f20-c6a790fc6eb2,2021/11/05,銀のあん　金町駅前店,銀のあん金町駅前店,株式会社ホットランド
飲食店営業,サミットストア   亀有駅北店,03-3620-3380,令和3年11月16日,東京都葛飾区亀有五丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,サミット株式会社,03-3318-5000,服部哲也,東京都杉並区永福三丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,,201,サミットストア   亀有駅北店,03,03-3620-3380,,,,東京都葛飾区亀有５丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,75672,13,13122,亀有５,,,2021/11/16,,,サミット株式会社,服部哲也,03-3318-5000,東京都杉並区永福３丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,74666,東京都,杉並区,永福３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,サミットストア亀有駅北店03-3620-33807567213122,5aedd6ce-0c78-44a0-8976-49928313f323,サミット株式会社74666,c23b225b-50ec-4918-8161-815e00152790,291ff9bc-c25a-4c92-a7c8-39f96053d3ce,2021/11/16,サミットストア　亀有駅北店,サミットストア亀有駅北店,サミット株式会社
飲食店営業,サミットストア   亀有駅北店,03-3620-3380,令和3年11月16日,東京都葛飾区亀有五丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,サミット株式会社,03-3318-5000,服部哲也,東京都杉並区永福三丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,,201,サミットストア   亀有駅北店,03,03-3620-3380,,,,東京都葛飾区亀有５丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,75672,13,13122,亀有５,,,2021/11/16,,,サミット株式会社,服部哲也,03-3318-5000,東京都杉並区永福３丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,74666,東京都,杉並区,永福３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,サミットストア亀有駅北店03-3620-33807567213122,5aedd6ce-0c78-44a0-8976-49928313f323,サミット株式会社74666,c23b225b-50ec-4918-8161-815e00152790,30f43d77-ba19-4728-92c4-66437c12fbb0,2021/11/16,サミットストア　亀有駅北店,サミットストア亀有駅北店,サミット株式会社
飲食店営業,サミットストア   亀有駅北店,03-3620-3380,令和3年11月16日,東京都葛飾区亀有五丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,サミット株式会社,03-3318-5000,服部哲也,東京都杉並区永福三丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,,201,サミットストア   亀有駅北店,03,03-3620-3380,,,,東京都葛飾区亀有５丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,75672,13,13122,亀有５,,,2021/11/16,,,サミット株式会社,服部哲也,03-3318-5000,東京都杉並区永福３丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,74666,東京都,杉並区,永福３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,サミットストア亀有駅北店03-3620-33807567213122,5aedd6ce-0c78-44a0-8976-49928313f323,サミット株式会社74666,c23b225b-50ec-4918-8161-815e00152790,c3a76298-e0ec-45f8-a5b1-8d6c7b251003,2021/11/16,サミットストア　亀有駅北店,サミットストア亀有駅北店,サミット株式会社
飲食店営業,サミットストア   亀有駅北店,03-3620-3380,令和3年11月16日,東京都葛飾区亀有五丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,サミット株式会社,03-3318-5000,服部哲也,東京都杉並区永福三丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,,201,サミットストア   亀有駅北店,03,03-3620-3380,,,,東京都葛飾区亀有５丁目１４番２７号,東京都葛飾区亀有５丁目１４番２７号,,75672,13,13122,亀有５,,,2021/11/16,,,サミット株式会社,服部哲也,03-3318-5000,東京都杉並区永福３丁目５７番１４号,東京都杉並区永福３丁目５７番１４号,,74666,東京都,杉並区,永福３,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,サミットストア亀有駅北店03-3620-33807567213122,5aedd6ce-0c78-44a0-8976-49928313f323,サミット株式会社74666,c23b225b-50ec-4918-8161-815e00152790,8544b702-3229-4ebb-b66b-b6f8eadf3be6,2021/11/16,サミットストア　亀有駅北店,サミットストア亀有駅北店,サミット株式会社
飲食店営業,※※※※※,,令和3年12月22日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/12/22,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,4df9a676-d086-46dd-bd3b-ebc265841629,2021/12/22,※※※※※,※※※※※,
飲食店営業,至福,,令和3年12月28日,東京都葛飾区西水元五丁目１番１号,東京都葛飾区西水元５丁目１番１号,,青木和男,,,,,,,201,至福,03,,,,,東京都葛飾区西水元５丁目１番１号,東京都葛飾区西水元５丁目１番１号,,75789,13,13122,西水元５,,,2021/12/28,,,,青木和男 ,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,至福7578913122,1f589ee0-2ec0-4aa3-87d9-5394e7e36e1f,,personal,1da23213-766d-4e62-b7be-e78c26a45c43,2021/12/28,至福,至福,
飲食店営業,※※※※※,,令和3年11月16日,東京都葛飾区,東京都葛飾区,,,,,,,,,201,※※※※※,03,,,,,東京都葛飾区,東京都葛飾区,,75636,13,13122,,,,2021/11/16,,,,,,,,,,,,,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,※※※※※7563613122,1f4e212d-fe9c-4af5-9364-884a04e897d6,,personal,58997ee0-7308-412a-9cdc-cf02addb4668,2021/11/16,※※※※※,※※※※※,
飲食店営業,ヤミーチキン,,令和3年12月1日,東京都葛飾区東新小岩七丁目３０番１７号カノーハイム１０１,東京都葛飾区東新小岩７丁目３０番１７号,カノーハイム１０１,合同会社丸世,,猿田柱星,東京都江戸川区北小岩五丁目２１番７－２　１３号,東京都江戸川区北小岩５丁目２１番７,２１３号,,201,ヤミーチキン,03,,,,,東京都葛飾区東新小岩７丁目３０番１７号,東京都葛飾区東新小岩７丁目３０番１７号,カノーハイム１０１,75739,13,13122,東新小岩７,,,2021/12/01,,,合同会社丸世,猿田柱星,,東京都江戸川区北小岩５丁目２１番７,東京都江戸川区北小岩５丁目２１番７,２１３号,75813,東京都,江戸川区,北小岩５,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ヤミチキン7573913122,d706ed90-2e3d-4f22-a7d7-8f68fb4ac949,合同会社丸世75813,abc2795f-305f-41e3-bf03-6bb229b0fe73,db5816ca-a1d7-4556-b7f0-b85c6e9120bf,2021/12/01,ヤミーチキン,ヤミチキン,合同会社丸世
飲食店営業,鶏笑   新小岩店,03-6662-8848,令和3年11月24日,東京都葛飾区東新小岩八丁目３５番１４号,東京都葛飾区東新小岩８丁目３５番１４号,,合同会社Ｊｉｍｉｎｉ,03-6662-8848,清水涼佑,東京都葛飾区東新小岩八丁目３５番１４号,東京都葛飾区東新小岩８丁目３５番１４号,,,201,鶏笑   新小岩店,03,03-6662-8848,,,,東京都葛飾区東新小岩８丁目３５番１４号,東京都葛飾区東新小岩８丁目３５番１４号,,75740,13,13122,東新小岩８,,,2021/11/24,,,合同会社Ｊｉｍｉｎｉ,清水涼佑,03-6662-8848,東京都葛飾区東新小岩８丁目３５番１４号,東京都葛飾区東新小岩８丁目３５番１４号,,75740,東京都,葛飾区,東新小岩８,,,飲食店営業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,鶏笑新小岩店03-6662-88487574013122,09f0bcf4-01b2-404c-beb3-5c95f9d09c83,合同会社Ｊｉｍｉｎｉ75740,2e4d0150-4a5b-473d-8dd7-17ceadae9fa3,02a8fbf8-ce64-40e3-be88-f95fddf68e3e,2021/11/24,鶏笑　新小岩店,鶏笑新小岩店,合同会社Ｊｉｍｉｎｉ
飲食店営業（簡易）,将棋ｃａｆｅ   くりゅ～そす,,令和3年11月12日,東京都葛飾区東水元一丁目５番６号,東京都葛飾区東水元１丁目５番６号,,成富明美,,,,,,,201,将棋ｃａｆｅ   くりゅ～そす,03,,,,,東京都葛飾区東水元１丁目５番６号,東京都葛飾区東水元１丁目５番６号,,75748,13,13122,東水元１,,,2021/11/12,,,,成富明美 ,,,,,,,,,,,飲食店営業,簡易,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,将棋ｃａｆｅくりゅそす7574813122,d15b946f-6211-4b2f-b62a-08ab6e11e2cd,,personal,82c57f7a-4726-4344-9161-16a1ef44e452,2021/11/12,将棋ｃａｆｅ　くりゅ～そす,将棋ｃａｆｅくりゅそす,
菓子製造業,有限会社内藤製饀所,03-3696-1338,令和3年12月2日,東京都葛飾区西新小岩四丁目５番４号,東京都葛飾区西新小岩４丁目５番４号,,有限会社内藤製饀所,03-3696-1338,内藤基雄,東京都葛飾区西新小岩四丁目５番４号,東京都葛飾区西新小岩４丁目５番４号,,,201,有限会社内藤製饀所,03,03-3696-1338,,,,東京都葛飾区西新小岩４丁目５番４号,東京都葛飾区西新小岩４丁目５番４号,,75723,13,13122,西新小岩４,,,2021/12/02,,,有限会社内藤製饀所,内藤基雄,03-3696-1338,東京都葛飾区西新小岩４丁目５番４号,東京都葛飾区西新小岩４丁目５番４号,,75723,東京都,葛飾区,西新小岩４,,,菓子製造業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,有限会社内藤製饀所03-3696-13387572313122,8fea0dbf-e4b0-4f6a-985b-c5720b9b28c9,有限会社内藤製饀所75723,8bbdfb9e-bff4-410e-8d85-44b9ad1d260e,c8d8e61a-21e9-444d-a00e-5020a2ad9ab3,2021/12/02,有限会社内藤製饀所,有限会社内藤製饀所,有限会社内藤製饀所
菓子製造業,京都   古都果,,令和3年12月22日,東京都葛飾区亀有三丁目３３番１号吉田ビル１Ｆ,東京都葛飾区亀有３丁目３３番１号,吉田ビル１Ｆ,ファストアンドストーン株式会社,,早瀬修司,東京都江東区有明一丁目１番１７号,東京都江東区有明１丁目１番１７号,,,201,京都   古都果,03,,,,,東京都葛飾区亀有３丁目３３番１号,東京都葛飾区亀有３丁目３３番１号,吉田ビル１Ｆ,75670,13,13122,亀有３,,,2021/12/22,,,ファストアンドストーン株式会社,早瀬修司,,東京都江東区有明１丁目１番１７号,東京都江東区有明１丁目１番１７号,,73599,東京都,江東区,有明１,,,菓子製造業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,京都古都果7567013122,c54025f1-a83c-46e4-b851-13ba6153b75d,ファストアンドストーン株式会社73599,65fa4ec9-ccad-40b9-b4f8-5be8b645d2c6,6b68a5fe-85d6-4d48-bc15-826391607166,2021/12/22,京都　古都果,京都古都果,ファストアンドストーン株式会社
菓子製造業,Ｔｉｇｒｅ,,令和3年12月28日,東京都葛飾区柴又七丁目６番１号,東京都葛飾区柴又７丁目６番１号,,加藤健,,,,,,,201,Ｔｉｇｒｅ,03,,,,,東京都葛飾区柴又７丁目６番１号,東京都葛飾区柴又７丁目６番１号,,75683,13,13122,柴又７,,,2021/12/28,,,,加藤健 ,,,,,,,,,,,菓子製造業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,Ｔｉｇｒｅ7568313122,40ec2da5-aebc-478e-a0db-3ef5cb912ff3,,personal,9ee6773c-29fa-4215-8862-94067960efa3,2021/12/28,Ｔｉｇｒｅ,Ｔｉｇｒｅ,
菓子製造業,（有）エヌケー管理   お菓子やシュエット,,令和3年12月6日,東京都葛飾区四つ木四丁目２０番１６号,東京都葛飾区四つ木４丁目２０番１６号,,有限会社エヌケー管理,03-3691-3580,大久保典子,東京都葛飾区四つ木四丁目２８番２４‐１　４０２号,東京都葛飾区四つ木４丁目２８番２４,１４０２号,,201,（有）エヌケー管理   お菓子やシュエット,03,,,,,東京都葛飾区四つ木４丁目２０番１６号,東京都葛飾区四つ木４丁目２０番１６号,,75774,13,13122,四つ木４,,,2021/12/06,,,有限会社エヌケー管理,大久保典子,03-3691-3580,東京都葛飾区四つ木４丁目２８番２４,東京都葛飾区四つ木４丁目２８番２４,１４０２号,75774,東京都,葛飾区,四つ木４,,,菓子製造業,,,,201_東京都_葛飾区保健所_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,有限会社エヌケ管理お菓子やシュエット7577413122,757ed546-8ee9-4862-bf9d-7a69b8f1c6a9,有限会社エヌケー管理75774,408fc77b-92f1-4b35-afff-22e4fdb0dd26,73937fe8-8de7-4032-b027-0fee00a5e0ef,2021/12/06,有限会社エヌケー管理　お菓子やシュエット,有限会社エヌケ管理お菓子やシュエット,有限会社エヌケー管理
