https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード又は市区町村コード,No,都道府県名,市区町村名,営業所名称１,営業所名称２,営業所名称＿ｶﾅ,営業の種類,業態,営業所所在地,,営業所方書,緯度,経度,営業所電話番号,申請者個人名,法人名,法人番号,法人代表者氏名,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
382019,23,愛媛県,松山市,名門 周角莊,,メイモン シュウカクソウ,飲食店営業,,松山市歩行町１丁目１０－５ ２F,松山市歩行町１丁目１０－５,２F,,,945-9593,近藤年博,,,,第1044号,2021/10/13,2021/10/13,,2026/12/31,,,,,,377,名門 周角莊,089,089-945-9593,,,,松山市歩行町１丁目１０－５,愛媛県松山市歩行町１丁目１０－５,２F,193797,38,38201,歩行町１,,2021/10/13,2021/10/13,,2026/12/31,,近藤年博  ,,,,,,,,,第1044号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,名門周角莊089-945-959319379738201,b453c34c-036f-46fb-8c92-95dd20517666,,personal,ebf0c03c-55e0-4de3-9cbd-93ae5ca31aec,2021/10/13,名門　周角莊,名門周角莊,
382019,24,愛媛県,松山市,くぼ田,,クボタ,飲食店営業,,松山市二番町２丁目6-11江戸長本店ビル4F 南,松山市二番町２丁目６－１１,江戸長本店ビル４F 南,,,,久保田陽子,,,,第1045号,2021/10/13,2021/10/13,,2026/12/31,,,,,,377,くぼ田,089,,,,,松山市二番町２丁目６－１１,愛媛県松山市二番町２丁目６－１１,江戸長本店ビル４F 南,194003,38,38201,二番町２,,2021/10/13,2021/10/13,,2026/12/31,,久保田陽子  ,,,,,,,,,第1045号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,くぼ田19400338201,0c94ebb8-d230-4d24-ad43-3eb3913087f4,,personal,6924ff18-d8b3-48b0-b4b1-257eae76dcdf,2021/10/13,くぼ田,くぼ田,
382019,25,愛媛県,松山市,Explorer VIP,,エクスプローラービップ,飲食店営業,,松山市三番町２丁目４番地１６第二ディライトタモツ２F,松山市三番町２丁目４番地１６,第二ディライトタモツ２F,,,,,愛社総合サービス株式会社,,河野有紀,第1046号,2021/10/13,2021/10/13,,2026/12/31,,,,,,377,Explorer VIP,089,,,,,松山市三番町２丁目４番地１６,愛媛県松山市三番町２丁目４番地１６,第二ディライトタモツ２F,193878,38,38201,三番町２,,2021/10/13,2021/10/13,,2026/12/31,愛社総合サービス株式会社,河野有紀,,,,,,,,,第1046号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ＥｘｐｌｏｒｅｒＶＩＰ19387838201,0882792c-444d-418f-afc9-9fe2e92ea367,愛社総合サービス株式会社,b20a5283-55a7-43d2-9e91-5a1e3e2f99db,75d8d9e6-9d92-4fc6-b54a-bebeadfc9fb5,2021/10/13,Ｅｘｐｌｏｒｅｒ　ＶＩＰ,ＥｘｐｌｏｒｅｒＶＩＰ,愛社総合サービス株式会社
382019,26,愛媛県,松山市,はなたこ,,ハナタコ,飲食店営業,,松山市東野2-9-21,松山市東野２－９－２１,,,,,土井雅恵,,,,第1047号,2021/10/14,2021/10/14,,2026/12/31,,,,,,377,はなたこ,089,,,,,松山市東野２－９－２１,愛媛県松山市東野２－９－２１,,194022,38,38201,東野２,,2021/10/14,2021/10/14,,2026/12/31,,土井雅恵  ,,,,,,,,,第1047号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,はなたこ19402238201,e62ca634-3a76-4908-ade3-4d58b59362db,,personal,c02c65d1-3234-4ccf-8113-04607a8f8fb3,2021/10/14,はなたこ,はなたこ,
382019,27,愛媛県,松山市,旅クラゲ１９,,タビクラゲジュウキュウ,飲食店営業,,松山市住吉２丁目６－１９,松山市住吉２丁目６－１９,,,,,三笘郁美,,,,第1048号,2021/10/15,2021/10/15,,2026/12/31,,,,,,377,旅クラゲ１９,089,,,,,松山市住吉２丁目６－１９,愛媛県松山市住吉２丁目６－１９,,193912,38,38201,住吉２,,2021/10/15,2021/10/15,,2026/12/31,,三笘郁美  ,,,,,,,,,第1048号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,旅クラゲ１９19391238201,f93a06fa-7148-423c-a637-08e9ffb3ebc1,,personal,ff6f6c92-0bfe-42d2-8cf3-697eca20b914,2021/10/15,旅クラゲ１９,旅クラゲ１９,
382019,28,愛媛県,松山市,べぇーっラウンジ,,ベェーッラウンジ,飲食店営業,,松山市湊町４丁目 １２－１１佐伯物産ビルNo.７ ５F,松山市湊町４丁目１２－１１,佐伯物産ビルNo.７ ５F,,,,,株式会社べぇーっ,,越智強太,第1052号,2021/10/18,2021/10/18,,2026/12/31,,,,,,377,べぇーっラウンジ,089,,,,,松山市湊町４丁目１２－１１,愛媛県松山市湊町４丁目１２－１１,佐伯物産ビルNo.７ ５F,194092,38,38201,湊町４,,2021/10/18,2021/10/18,,2026/12/31,株式会社べぇーっ,越智強太,,,,,,,,,第1052号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,べぇっラウンジ19409238201,7d014c7b-01d3-4bbb-9206-1af49d38a26e,株式会社べぇーっ,a57a2ac6-b682-4262-8ea1-d10e55859438,2c1afa23-33cb-4856-b054-24874b813881,2021/10/18,べぇーっラウンジ,べぇっラウンジ,株式会社べぇーっ
382019,29,愛媛県,松山市,フジ藤原店（精肉生食）,,フジフジワラテン セイニクナマショク,飲食店営業,,松山市藤原二丁目４番６２号,松山市藤原２丁目４番６２号,,,,089-906-8011,,株式会社フジ,,山口普,第1053号,2021/10/18,2021/10/18,,2026/12/31,,,,,,377,フジ藤原店（精肉生食）,089,089-906-8011,,,,松山市藤原２丁目４番６２号,愛媛県松山市藤原２丁目４番６２号,,194041,38,38201,藤原２,,2021/10/18,2021/10/18,,2026/12/31,株式会社フジ,山口普,,,,,,,,,第1053号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,フジ藤原店精肉生食089-906-801119404138201,b53e6132-db7f-47c8-bd7c-07eac0ae2213,株式会社フジ,ae2f0bb4-2a32-45db-9cb6-1ec09dd9b61e,b93dc3d6-63ba-458a-bbe3-91fefac7edc9,2021/10/18,フジ藤原店（精肉生食）,フジ藤原店精肉生食,株式会社フジ
382019,30,愛媛県,松山市,寿司弘,,スシヒロ,飲食店営業,,松山市河野中須賀285-16,松山市河野中須賀２８５－１６,,,,089-993-3830,川口推弘,,,,第1055号,2021/10/18,2021/10/18,,2026/12/31,,,,,,377,寿司弘,089,089-993-3830,,,,松山市河野中須賀２８５－１６,愛媛県松山市河野中須賀２８５－１６,,194305,38,38201,河野中須賀,,2021/10/18,2021/10/18,,2026/12/31,,川口推弘  ,,,,,,,,,第1055号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,寿司弘089-993-383019430538201,61a9f550-889a-450b-b52d-a2479b4c67ec,,personal,8acd162f-f80a-472b-972c-f1a8d49b0e20,2021/10/18,寿司弘,寿司弘,
382019,31,愛媛県,松山市,あたご,,アタゴ,飲食店営業,,松山市歩行町2丁目3-271F・2F,松山市歩行町２丁目３－２７,１F・２F,,,089-931-4575,清水秀??,,,,第1056号,2021/10/18,2021/10/18,,2026/12/31,,,,,,377,あたご,089,089-931-4575,,,,松山市歩行町２丁目３－２７,愛媛県松山市歩行町２丁目３－２７,１F・２F,193798,38,38201,歩行町２,,2021/10/18,2021/10/18,,2026/12/31,,清水秀??  ,,,,,,,,,第1056号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,あたご089-931-457519379838201,5d7e4c8a-18d2-4f14-baaa-35c4c6c6e4fd,,personal,7efa56ac-62de-469a-863b-9a632f0b4c57,2021/10/18,あたご,あたご,
382019,32,愛媛県,松山市,きくせん,,キクセン,飲食店営業,,松山市味酒町1丁目1-9,松山市味酒町１丁目１－９,,,,089-943-7130,菊池泰,,,,第1057号,2021/10/18,2021/10/18,,2026/12/31,,,,,,377,きくせん,089,089-943-7130,,,,松山市味酒町１丁目１－９,愛媛県松山市味酒町１丁目１－９,,194073,38,38201,味酒町１,,2021/10/18,2021/10/18,,2026/12/31,,菊池泰  ,,,,,,,,,第1057号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,きくせん089-943-713019407338201,90a6d922-e237-4fa3-b70b-d0a85f14e84b,,personal,c51a93cb-7489-4010-9633-aa836dc9168c,2021/10/18,きくせん,きくせん,
382019,33,愛媛県,松山市,居酒屋八角,,イザカヤハッカク,飲食店営業,,松山市三番町2丁目7-16,松山市三番町２丁目７－１６,,,,089-945-0906,,有限会社 モリソー,,森桑一,第1058号,2021/10/18,2021/10/18,,2026/12/31,,,,,,377,居酒屋八角,089,089-945-0906,,,,松山市三番町２丁目７－１６,愛媛県松山市三番町２丁目７－１６,,193878,38,38201,三番町２,,2021/10/18,2021/10/18,,2026/12/31,有限会社 モリソー,森桑一,,,,,,,,,第1058号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,居酒屋八角089-945-090619387838201,bd3575eb-e324-49d8-99a1-7581ce49d69e,有限会社モリソー,da02d936-9e3d-4fd7-9560-0529a872a4e5,9dc06f33-7a83-4f88-9901-787399ca4bb0,2021/10/18,居酒屋八角,居酒屋八角,有限会社モリソー
382019,34,愛媛県,松山市,元祖宇和島鯛めし 丸水道後店,,ガンソウワジマタイメシ ガンスイドウゴテン,飲食店営業,,松山市道後湯之町13-10,松山市道後湯之町１３－１０,,,,089-968-1861,,株式会社W-harmony,,篠宮篤志,第1064号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,元祖宇和島鯛めし 丸水道後店,089,089-968-1861,,,,松山市道後湯之町１３－１０,愛媛県松山市道後湯ノ町１３－１０,,193983,38,38201,道後湯ノ町,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1064号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,元祖宇和島鯛めし丸水道後店089-968-186119398338201,a2b54704-d4b9-490b-9d21-08e3a18287bc,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,732cd26b-4ad9-48dc-85e1-108ccf2a5ab1,2021/10/19,元祖宇和島鯛めし　丸水道後店,元祖宇和島鯛めし丸水道後店,株式会社Ｗ－ｈａｒｍｏｎｙ
382019,35,愛媛県,松山市,10FACTORY 道後店,,テンファクトリー ドウゴテン,飲食店営業,,松山市道後湯之町12-34 1F,松山市道後湯之町１２－３４,１F,,,089-997-7810,,株式会社W-harmony,,篠宮篤志,第1065号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,10FACTORY 道後店,089,089-997-7810,,,,松山市道後湯之町１２－３４,愛媛県松山市道後湯ノ町１２－３４,１F,193983,38,38201,道後湯ノ町,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1065号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,１０ＦＡＣＴＯＲＹ道後店089-997-781019398338201,5df05f83-a8e2-4bd2-ad83-33faced1672f,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,885f28a7-e967-4576-a782-9f3c4470fa0c,2021/10/19,１０ＦＡＣＴＯＲＹ　道後店,１０ＦＡＣＴＯＲＹ道後店,株式会社Ｗ－ｈａｒｍｏｎｙ
382019,36,愛媛県,松山市,Diana,,ディアナ,飲食店営業,,松山市二番町1丁目3-14古唐人松山館2階花館,松山市二番町１丁目３－１４,古唐人松山館２階花館,,,,藤田光江,,,,第1066号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,Diana,089,,,,,松山市二番町１丁目３－１４,愛媛県松山市二番町１丁目３－１４,古唐人松山館２階花館,194002,38,38201,二番町１,,2021/10/19,2021/10/19,,2026/12/31,,藤田光江  ,,,,,,,,,第1066号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,Ｄｉａｎａ19400238201,b6e1867b-6ee6-4bf4-92e0-ea2a36daae86,,personal,78138ca5-9e48-4e0d-8794-761bb91d0e63,2021/10/19,Ｄｉａｎａ,Ｄｉａｎａ,
382019,37,愛媛県,松山市,10FACTORY 本店,,テンファクトリー ホンテン,飲食店営業,,松山市大街道3丁目2-25,松山市大街道３丁目２－２５,,,,089-968-2031,,株式会社W-harmony,,篠宮篤志,第1067号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,10FACTORY 本店,089,089-968-2031,,,,松山市大街道３丁目２－２５,愛媛県松山市大街道３丁目２－２５,,193776,38,38201,大街道３,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1067号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,１０ＦＡＣＴＯＲＹ本店089-968-203119377638201,4faa8c82-a33d-48d7-97c6-8aaefa53c1c2,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,bbb49bc0-0be4-426d-979c-27be56509027,2021/10/19,１０ＦＡＣＴＯＲＹ　本店,１０ＦＡＣＴＯＲＹ本店,株式会社Ｗ－ｈａｒｍｏｎｙ
382019,38,愛媛県,松山市,いよてつ髙島屋 7階催会場,,イヨテツタカシマヤ ナナカイモヨオシカイジョウ,飲食店営業,,松山市湊町5丁目1-1株式会社伊予鉄髙島屋 7階,松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,,,089-948-2111,,株式会社伊予鉄髙島屋,,林巧,第1069号,2021/10/20,2021/10/20,,2026/12/31,,,,,,377,いよてつ髙島屋 7階催会場,089,089-948-2111,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,194093,38,38201,湊町５,,2021/10/20,2021/10/20,,2026/12/31,株式会社伊予鉄髙島屋,林巧,,,,,,,,,第1069号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,いよてつ髙島屋７階催会場089-948-211119409338201,cd6bd42d-d153-4479-8d27-e7090138d525,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,ddec9bf6-e4cd-404c-a1e8-1ade3f26e8fa,2021/10/20,いよてつ髙島屋　７階催会場,いよてつ髙島屋７階催会場,株式会社伊予鉄髙島屋
382019,39,愛媛県,松山市,にし富,,ニシトミ,飲食店営業,,松山市三番町4丁目9-8松本ビル1F,松山市三番町４丁目９－８,松本ビル１F,,,089-913-2433,松本好弘,,,,第1075号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,にし富,089,089-913-2433,,,,松山市三番町４丁目９－８,愛媛県松山市三番町４丁目９－８,松本ビル１F,193880,38,38201,三番町４,,2021/10/19,2021/10/19,,2026/12/31,,松本好弘  ,,,,,,,,,第1075号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,にし富089-913-243319388038201,3e741502-3f85-4c7b-a991-d65d3e0a885a,,personal,0ef2142d-1a62-48f9-9b10-3886c50509e5,2021/10/19,にし富,にし富,
382019,40,愛媛県,松山市,大衆居酒屋楽市,,タイシュウイザカヤラクイチ,飲食店営業,,松山市三番町2丁目5-7,松山市三番町２丁目５－７,,,,089-941-1089,,株式会社KUNUGI,,林啓誉,第1076号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,大衆居酒屋楽市,089,089-941-1089,,,,松山市三番町２丁目５－７,愛媛県松山市三番町２丁目５－７,,193878,38,38201,三番町２,,2021/10/19,2021/10/19,,2026/12/31,株式会社KUNUGI,林啓誉,,,,,,,,,第1076号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,大衆居酒屋楽市089-941-108919387838201,e5556143-1078-4fd8-ac46-37fd71686527,株式会社ＫＵＮＵＧＩ,c5a78a7d-ee12-4140-9f25-5ae0401eb7c9,5af18ac3-ab78-4b0c-b1af-80a4592f64d0,2021/10/19,大衆居酒屋楽市,大衆居酒屋楽市,株式会社ＫＵＮＵＧＩ
382019,41,愛媛県,松山市,井上のそば屋のはなれ,,イノウエノソバヤノハナレ,飲食店営業,,松山市南久米町255-1サニーフラット久米1階,松山市南久米町２５５－１,サニーフラット久米１階,,,,,合同会社あぶら庵,,井上亮,第1077号,2021/10/20,2021/10/20,,2026/12/31,,,,,,377,井上のそば屋のはなれ,089,,,,,松山市南久米町２５５－１,愛媛県松山市南久米町２５５－１,サニーフラット久米１階,194106,38,38201,南久米町,,2021/10/20,2021/10/20,,2026/12/31,合同会社あぶら庵,井上亮,,,,,,,,,第1077号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,井上のそば屋のはなれ19410638201,d9d9a668-f1c4-4b01-9013-c82b12dd6354,合同会社あぶら庵,b2dc2424-c8bf-43b4-85ad-1061e86c77fa,cbcf7911-a1fe-4620-ba51-f9bb1bbb60a5,2021/10/20,井上のそば屋のはなれ,井上のそば屋のはなれ,合同会社あぶら庵
382019,42,愛媛県,松山市,ぼん蔵,,ボンクラ,飲食店営業,,松山市二番町２丁目４－１０MUKAI BLDG ２F,松山市二番町２丁目４－１０,MUKAI BLDG ２F,,,,田中翔,,,,第1078号,2021/10/20,2021/10/20,,2026/12/31,,,,,,377,ぼん蔵,089,,,,,松山市二番町２丁目４－１０,愛媛県松山市二番町２丁目４－１０,MUKAI BLDG ２F,194003,38,38201,二番町２,,2021/10/20,2021/10/20,,2026/12/31,,田中翔  ,,,,,,,,,第1078号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ぼん蔵19400338201,94f464d2-fff8-4e49-bb93-defb4e343b00,,personal,2e6aa6dc-522a-4eb5-a66f-8dc8cc9d7196,2021/10/20,ぼん蔵,ぼん蔵,
382019,43,愛媛県,松山市,旬彩 花びし,,シュンサイ ハナビシ,飲食店営業,,松山市二番町3丁目10-2コア松山B1,松山市二番町３丁目１０－２,コア松山B１,,,089-909-5787,菅野裕樹,,,,第1079号,2021/10/21,2021/10/21,,2026/12/31,,,,,,377,旬彩 花びし,089,089-909-5787,,,,松山市二番町３丁目１０－２,愛媛県松山市二番町３丁目１０－２,コア松山B１,194004,38,38201,二番町３,,2021/10/21,2021/10/21,,2026/12/31,,菅野裕樹  ,,,,,,,,,第1079号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,旬彩花びし089-909-578719400438201,37080761-f5a6-4284-9775-f0ccb59476ff,,personal,98fc5c32-96d5-4dfa-b966-931b839f1a3c,2021/10/21,旬彩　花びし,旬彩花びし,
382019,44,愛媛県,松山市,バール・カフェ kobako,,バール・カフェ コバコ,飲食店営業,,松山市三番町2丁目10-8モトビル202号,松山市三番町２丁目１０－８,モトビル２０２号,,,089-986-3005,北井林太郎,,,,第1080号,2021/10/21,2021/10/21,,2026/12/31,,,,,,377,バール・カフェ kobako,089,089-986-3005,,,,松山市三番町２丁目１０－８,愛媛県松山市三番町２丁目１０－８,モトビル２０２号,193878,38,38201,三番町２,,2021/10/21,2021/10/21,,2026/12/31,,北井林太郎  ,,,,,,,,,第1080号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,バルカフェｋｏｂａｋｏ089-986-300519387838201,80726944-6546-4887-9aaa-5839fd39000e,,personal,48f02d66-53ea-43a5-8586-f9fd49a8ca05,2021/10/21,バール・カフェ　ｋｏｂａｋｏ,バルカフェｋｏｂａｋｏ,
382019,45,愛媛県,松山市,GOOD THINGS by Sustainable Living,,グッドシングス バイ サスティナブルリビング,飲食店営業,,松山市一番町３丁目1?１松山三越地下１階,松山市一番町３丁目１－１,松山三越地下１階,,,,渡部万梨子,,,,第1081号,2021/10/21,2021/10/21,,2026/12/31,,,,,,377,GOOD THINGS by Sustainable Living,089,,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,松山三越地下１階,193746,38,38201,一番町３,,2021/10/21,2021/10/21,,2026/12/31,,渡部万梨子  ,,,,,,,,,第1081号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ＧＯＯＤＴＨＩＮＧＳｂｙＳｕｓｔａｉｎａｂｌｅＬｉｖｉｎｇ19374638201,1bef3b4b-8cae-48f2-85af-d1f095fd1f81,,personal,03c29166-097c-4f18-9338-0edcfc3c6abf,2021/10/21,ＧＯＯＤ　ＴＨＩＮＧＳ　ｂｙ　Ｓｕｓｔａｉｎａｂｌｅ　Ｌｉｖｉｎｇ,ＧＯＯＤＴＨＩＮＧＳｂｙＳｕｓｔａｉｎａｂｌｅＬｉｖｉｎｇ,
382019,46,愛媛県,松山市,カフェ ベルボンボン,,カフェ ベルボンボン,飲食店営業,,松山市湊町5丁目1-1株式会社 伊予鉄髙島屋２F,松山市湊町５丁目１－１,株式会社 伊予鉄髙島屋２F,,,089-948-2111,,株式会社伊予鉄髙島屋,,林巧,第1082号,2021/10/21,2021/10/21,,2026/12/31,,,,,,377,カフェ ベルボンボン,089,089-948-2111,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社 伊予鉄髙島屋２F,194093,38,38201,湊町５,,2021/10/21,2021/10/21,,2026/12/31,株式会社伊予鉄髙島屋,林巧,,,,,,,,,第1082号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,カフェベルボンボン089-948-211119409338201,8b25feb9-f724-4b16-9355-9cffa94a085f,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,f4fe650b-8417-4bc1-8f12-a3b5148fa598,2021/10/21,カフェ　ベルボンボン,カフェベルボンボン,株式会社伊予鉄髙島屋
382019,47,愛媛県,松山市,中森カンツリー倶楽部,,ナカモリカンツリークラブ,飲食店営業,,松山市二番町1丁目1-6ウッディービル2F南,松山市二番町１丁目１－６,ウッディービル２F南,,,,中森恵子,,,,第1084号,2021/10/22,2021/10/22,,2026/12/31,,,,,,377,中森カンツリー倶楽部,089,,,,,松山市二番町１丁目１－６,愛媛県松山市二番町１丁目１－６,ウッディービル２F南,194002,38,38201,二番町１,,2021/10/22,2021/10/22,,2026/12/31,,中森恵子  ,,,,,,,,,第1084号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,中森カンツリ倶楽部19400238201,50bd56f7-8b70-45fe-8521-b3ea394d454a,,personal,19482f65-9834-4087-99ae-27ce31228bc1,2021/10/22,中森カンツリー倶楽部,中森カンツリ倶楽部,
382019,48,愛媛県,松山市,肉専門 個室居酒屋 肉晴,,ニクセンモン コシツイザカヤ ニクハル,飲食店営業,,松山市大街道2-3-5 メトロポールビル2階,松山市大街道２－３－５,メトロポールビル２階,,,089-993-6806,,株式会社シールズ,,石山誠,第1085号,2021/10/22,2021/10/22,,2026/12/31,,,,,,377,肉専門 個室居酒屋 肉晴,089,089-993-6806,,,,松山市大街道２－３－５,愛媛県松山市大街道２－３－５,メトロポールビル２階,193775,38,38201,大街道２,,2021/10/22,2021/10/22,,2026/12/31,株式会社シールズ,石山誠,,,,,,,,,第1085号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,肉専門個室居酒屋肉晴089-993-680619377538201,519f3495-31b2-4c3c-a964-91265e5681ea,株式会社シールズ,d03ea4c4-6303-4e8f-9faf-8083d671c492,2e19e8df-4e72-4014-9d96-32147ab9cf4f,2021/10/22,肉専門　個室居酒屋　肉晴,肉専門個室居酒屋肉晴,株式会社シールズ
382019,49,愛媛県,松山市,フジグラン松山（催事場）臨時,,フジグランマツヤマ サイジバ リンジ,飲食店営業,,松山市宮西1丁目2-1,松山市宮西１丁目２－１,,,,089-922-8111,,株式会社フジ,,山口普,第1086号,2021/10/22,2021/10/22,,2026/12/31,,,,,,377,フジグラン松山（催事場）臨時,089,089-922-8111,,,,松山市宮西１丁目２－１,愛媛県松山市宮西１丁目２－１,,194116,38,38201,宮西１,,2021/10/22,2021/10/22,,2026/12/31,株式会社フジ,山口普,,,,,,,,,第1086号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,フジグラン松山催事場臨時089-922-811119411638201,14fce6db-544b-4ea6-9edf-14bebb773c27,株式会社フジ,ae2f0bb4-2a32-45db-9cb6-1ec09dd9b61e,50e808d9-5de0-4890-ada1-fe845568167d,2021/10/22,フジグラン松山（催事場）臨時,フジグラン松山催事場臨時,株式会社フジ
382019,50,愛媛県,松山市,十夢?,,トムトム,飲食店営業,,松山市二番町1丁目10-8クレセントビル4F南側,松山市二番町１丁目１０－８,クレセントビル４F南側,,,089-913-6650,白石美紀,,,,第1087号,2021/10/22,2021/10/22,,2026/12/31,,,,,,377,十夢?,089,089-913-6650,,,,松山市二番町１丁目１０－８,愛媛県松山市二番町１丁目１０－８,クレセントビル４F南側,194002,38,38201,二番町１,,2021/10/22,2021/10/22,,2026/12/31,,白石美紀  ,,,,,,,,,第1087号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,十夢089-913-665019400238201,61552715-7a05-45fb-be1d-99b7c433cf1e,,personal,d42dbeda-a37b-4056-966b-9c0091a91be0,2021/10/22,十夢？,十夢,
