https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード又は市区町村コード,No,都道府県名,市区町村名,営業所名称１,営業所名称２,営業所名称＿ｶﾅ,営業の種類,業態,営業所所在地,,営業所方書,緯度,経度,営業所電話番号,申請者個人名,法人名,法人番号,法人代表者氏名,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
382019,51,愛媛県,松山市,チーズストール酪 松山三越ＴＣＭ店,,チーズストールラク マツヤマミツコシティーシーエムテン,飲食店営業,,松山市一番町３丁目１－１松山三越地下１階,松山市一番町３丁目１－１,松山三越地下１階,,,,,株式会社酪彩,,瀧山和也,第1090号,2021/10/25,2021/10/25,,2026/12/31,,,,,,377,チーズストール酪 松山三越ＴＣＭ店,089,,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,松山三越地下１階,193746,38,38201,一番町３,,2021/10/25,2021/10/25,,2026/12/31,株式会社酪彩,瀧山和也,,,,,,,,,第1090号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,チズストル酪松山三越ＴＣＭ店19374638201,b641d3a8-48fa-42b5-8d60-a31ed6e03f9f,株式会社酪彩,6e23add8-3ad3-4ce8-8aac-2424b5e4587a,dbb37628-8828-41f2-bdbe-bab65f313892,2021/10/25,チーズストール酪　松山三越ＴＣＭ店,チズストル酪松山三越ＴＣＭ店,株式会社酪彩
382019,52,愛媛県,松山市,居酒屋 寿司 きんぺい,,イザカヤ スシ キンペイ,飲食店営業,,松山市萱町1丁目2-6,松山市萱町１丁目２－６,,,,089-935-5501,角谷勝彦,,,,第1091号,2021/10/25,2021/10/25,,2026/12/31,,,,,,377,居酒屋 寿司 きんぺい,089,089-935-5501,,,,松山市萱町１丁目２－６,愛媛県松山市萱町１丁目２－６,,193811,38,38201,萱町１,,2021/10/25,2021/10/25,,2026/12/31,,角谷勝彦  ,,,,,,,,,第1091号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,居酒屋寿司きんぺい089-935-550119381138201,35a3753c-0b2a-4a88-b080-04af0847b80f,,personal,7068c202-fdd7-4360-9e50-52fe88fe02ad,2021/10/25,居酒屋　寿司　きんぺい,居酒屋寿司きんぺい,
382019,53,愛媛県,松山市,居酒屋 かめきち,,イザカヤ カメキチ,飲食店営業,,松山市二番町二丁目5-20Mビル2F,松山市二番町２丁目５－２０,Mビル２F,,,089-909-5510,亀岡宏成,,,,第1092号,2021/10/25,2021/10/25,,2026/12/31,,,,,,377,居酒屋 かめきち,089,089-909-5510,,,,松山市二番町２丁目５－２０,愛媛県松山市二番町２丁目５－２０,Mビル２F,194003,38,38201,二番町２,,2021/10/25,2021/10/25,,2026/12/31,,亀岡宏成  ,,,,,,,,,第1092号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,居酒屋かめきち089-909-551019400338201,6366ae6b-3861-4957-ba35-a09fee6b16f1,,personal,948c8149-aac4-4ccd-87aa-576ddcb96856,2021/10/25,居酒屋　かめきち,居酒屋かめきち,
382019,54,愛媛県,松山市,中華居酒屋一喜IKKI,,チュウカイザカヤイッキ,飲食店営業,,松山市一番町1丁目13-3シャルトみき102,松山市一番町１丁目１３－３,シャルトみき１０２,,,089-933-4879,下岡一喜,,,,第1093号,2021/10/26,2021/10/26,,2026/12/31,,,,,,377,中華居酒屋一喜IKKI,089,089-933-4879,,,,松山市一番町１丁目１３－３,愛媛県松山市一番町１丁目１３－３,シャルトみき１０２,193744,38,38201,一番町１,,2021/10/26,2021/10/26,,2026/12/31,,下岡一喜  ,,,,,,,,,第1093号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,中華居酒屋一喜ＩＫＫＩ089-933-487919374438201,e8c8af73-7fdb-4254-bd14-aaebecdb3c44,,personal,582fbabc-f21c-4610-8e99-7f332b40dc03,2021/10/26,中華居酒屋一喜ＩＫＫＩ,中華居酒屋一喜ＩＫＫＩ,
382019,55,愛媛県,松山市,インディーズ,,インディーズ,飲食店営業,,松山市三津3丁目6-22岡田ビル2階,松山市三津３丁目６－２２,岡田ビル２階,,,,,株式会社インディータイム,,山本康仁,第1094号,2021/10/26,2021/10/26,,2026/12/31,,,,,,377,インディーズ,089,,,,,松山市三津３丁目６－２２,愛媛県松山市三津３丁目６－２２,岡田ビル２階,194083,38,38201,三津３,,2021/10/26,2021/10/26,,2026/12/31,株式会社インディータイム,山本康仁,,,,,,,,,第1094号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,インディズ19408338201,79d0c493-7a9b-4e2b-8744-ced860e08932,株式会社インディータイム,5b35c2b2-b330-4a26-8c39-36bfb56acb2d,ee35b0c4-d6b1-4d2b-bd8b-574f6ea0c0ed,2021/10/26,インディーズ,インディズ,株式会社インディータイム
382019,56,愛媛県,松山市,天下無双軒,,テンカムソウケン,飲食店営業,,松山市大街道２丁目1-4ビスコンティビル1F,松山市大街道２丁目１－４,ビスコンティビル１F,,,089-909-3399,,株式会社海老肉家,,片山一男,第1095号,2021/10/26,2021/10/26,,2026/12/31,,,,,,377,天下無双軒,089,089-909-3399,,,,松山市大街道２丁目１－４,愛媛県松山市大街道２丁目１－４,ビスコンティビル１F,193775,38,38201,大街道２,,2021/10/26,2021/10/26,,2026/12/31,株式会社海老肉家,片山一男,,,,,,,,,第1095号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,天下無双軒089-909-339919377538201,d14de6c4-e3d6-4ef9-8a0e-4fe6b377415c,株式会社海老肉家,a3e781e4-8dda-4f64-9fcf-79b5868aa178,fcfacda3-5783-4390-849f-78f19e98be39,2021/10/26,天下無双軒,天下無双軒,株式会社海老肉家
382019,57,愛媛県,松山市,定楽屋,,テイガクヤ,飲食店営業,,松山市二番町２丁目９－１ショコラビル１F,松山市二番町２丁目９－１,ショコラビル１F,,,,福岡佑吏,,,,第1096号,2021/10/26,2021/10/26,,2026/12/31,,,,,,377,定楽屋,089,,,,,松山市二番町２丁目９－１,愛媛県松山市二番町２丁目９－１,ショコラビル１F,194003,38,38201,二番町２,,2021/10/26,2021/10/26,,2026/12/31,,福岡佑吏  ,,,,,,,,,第1096号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,定楽屋19400338201,ea6d75e0-3b16-4f8c-a4bb-f1f1db57ec82,,personal,9dc55611-53a5-443e-b117-c533fc8f5138,2021/10/26,定楽屋,定楽屋,
382019,58,愛媛県,松山市,田舎惣菜 山下,,イナカソウザイ ヤマシタ,飲食店営業,,松山市古川北１丁目１３－１５,松山市古川北１丁目１３－１５,,,,,山下美鈴,,,,第1097号,2021/10/27,2021/10/27,,2026/12/31,,,,,,377,田舎惣菜 山下,089,,,,,松山市古川北１丁目１３－１５,愛媛県松山市古川北１丁目１３－１５,,194238,38,38201,古川北１,,2021/10/27,2021/10/27,,2026/12/31,,山下美鈴  ,,,,,,,,,第1097号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,田舎惣菜山下19423838201,0802c48b-67cf-459c-9c8f-7bfcfcb70f5a,,personal,e1e41a08-9095-460d-a7ed-823280dbe463,2021/10/27,田舎惣菜　山下,田舎惣菜山下,
382019,59,愛媛県,松山市,MusicLABO,,ミュージックラボ,飲食店営業,,松山市高砂町２丁目５?２木村ビル１０１,松山市高砂町２丁目５－２,木村ビル１０１,,,,渡邉瑞樹,,,,第1098号,2021/10/27,2021/10/27,,2026/12/31,,,,,,377,MusicLABO,089,,,,,松山市高砂町２丁目５－２,愛媛県松山市高砂町２丁目５－２,木村ビル１０１,193918,38,38201,高砂町２,,2021/10/27,2021/10/27,,2026/12/31,,渡邉瑞樹  ,,,,,,,,,第1098号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ＭｕｓｉｃＬＡＢＯ19391838201,7d88bf56-77c7-4fff-b3b5-d4e3313e5626,,personal,2bcb74ab-0e41-4695-9257-ac6452958933,2021/10/27,ＭｕｓｉｃＬＡＢＯ,ＭｕｓｉｃＬＡＢＯ,
382019,60,愛媛県,松山市,ファミリーマート大手町店,,ファミリーマートオオテマチテン,飲食店営業,,松山市大手町１丁目１１－１,松山市大手町１丁目１１－１,,,,089-913-6105,,株式会社ファミリーマート,,細見研介,第1099号,2021/10/27,2021/10/27,,2026/12/31,,,,,,377,ファミリーマート大手町店,089,089-913-6105,,,,松山市大手町１丁目１１－１,愛媛県松山市大手町１丁目１１－１,,193780,38,38201,大手町１,,2021/10/27,2021/10/27,,2026/12/31,株式会社ファミリーマート,細見研介,,,,,,,,,第1099号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ファミリマト大手町店089-913-610519378038201,df29069a-af8e-44e0-b431-e65b7caeac47,株式会社ファミリーマート,ac198522-ed53-464d-bac0-e2cccac891ab,65e99ff8-d25b-4b76-975a-5daee070c955,2021/10/27,ファミリーマート大手町店,ファミリマト大手町店,株式会社ファミリーマート
382019,61,愛媛県,松山市,Shucker's,,シャッカーズ,飲食店営業,,松山市大街道3丁目5-11,松山市大街道３丁目５－１１,,,,,,株式会社Dream Team,,西岡洋平,第1100号,2021/10/27,2021/10/27,,2026/12/31,,,,,,377,Shucker's,089,,,,,松山市大街道３丁目５－１１,愛媛県松山市大街道３丁目５－１１,,193776,38,38201,大街道３,,2021/10/27,2021/10/27,,2026/12/31,株式会社Dream Team,西岡洋平,,,,,,,,,第1100号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,Ｓｈｕｃｋｅｒｓ19377638201,dcb5a0f9-be08-4177-9b91-ae897b077dc2,株式会社Ｄｒｅａｍ　Ｔｅａｍ,b43da34b-0ac8-4633-b881-567fc06be27f,c2668020-fb97-433d-92ad-415ffe946f30,2021/10/27,Ｓｈｕｃｋｅｒ＇ｓ,Ｓｈｕｃｋｅｒｓ,株式会社Ｄｒｅａｍ　Ｔｅａｍ
382019,62,愛媛県,松山市,RESTAURANT AINO,,レストラン アイノ,飲食店営業,,松山市一番町3丁目1-1松山三越8階,松山市一番町３丁目１－１,松山三越８階,,,,,株式会社茶玻瑠,,川本栄次,第1101号,2021/10/28,2021/10/28,,2026/12/31,,,,,,377,RESTAURANT AINO,089,,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,松山三越８階,193746,38,38201,一番町３,,2021/10/28,2021/10/28,,2026/12/31,株式会社茶玻瑠,川本栄次,,,,,,,,,第1101号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ＲＥＳＴＡＵＲＡＮＴＡＩＮＯ19374638201,22f0d755-1586-430b-88a6-f5ac4b8408bb,株式会社茶玻瑠,f3fae4e5-de07-4211-8979-460c3c78b23c,126665c9-2f67-46e8-af2b-0ee24b461699,2021/10/28,ＲＥＳＴＡＵＲＡＮＴ　ＡＩＮＯ,ＲＥＳＴＡＵＲＡＮＴＡＩＮＯ,株式会社茶玻瑠
382019,63,愛媛県,松山市,旧鈴木邸CHAYA,,キュウスズキテイチャヤ,飲食店営業,,松山市三津１丁目3-13,松山市三津１丁目３－１３,,,,,岡?麻祐子,,,,第1103号,2021/10/28,2021/10/28,,2026/12/31,,,,,,377,旧鈴木邸CHAYA,089,,,,,松山市三津１丁目３－１３,愛媛県松山市三津１丁目３－１３,,194081,38,38201,三津１,,2021/10/28,2021/10/28,,2026/12/31,,岡?麻祐子  ,,,,,,,,,第1103号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,旧鈴木邸ＣＨＡＹＡ19408138201,8ce91554-f0b5-4a94-b2ef-323b6ab7dcd4,,personal,0c8dcb5c-2ff7-4f3b-8c3d-dc9fa781cd39,2021/10/28,旧鈴木邸ＣＨＡＹＡ,旧鈴木邸ＣＨＡＹＡ,
382019,64,愛媛県,松山市,on darts La?,,オン ダーツ ラプラス,飲食店営業,,松山市中村3丁目2-7,松山市中村３丁目２－７,,,,089-948-4841,?地浩,,,,第1105号,2021/10/28,2021/10/28,,2026/12/31,,,,,,377,on darts La?,089,089-948-4841,,,,松山市中村３丁目２－７,愛媛県松山市中村３丁目２－７,,193992,38,38201,中村３,,2021/10/28,2021/10/28,,2026/12/31,,?地浩  ,,,,,,,,,第1105号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ｏｎｄａｒｔｓＬａ089-948-484119399238201,140674e9-6a56-4952-9345-90c3e85a996d,,personal,c340ce98-d134-4526-b2f9-97f304f3a783,2021/10/28,ｏｎ　ｄａｒｔｓ　Ｌａ？,ｏｎｄａｒｔｓＬａ,
382019,65,愛媛県,松山市,鹿島建設㈱ 愛媛営業所 従業員食堂,,カジマケンセツカブ エヒメエイギョウショ ジュウギョウインショクドウ,飲食店営業,,松山市枝松１丁目９－６２Ｆ,松山市枝松１丁目９－６２Ｆ,,,,089-933-0511,,株式会社愛媛給食調理サービス,,高田秀親,第1106号,2021/10/28,2021/10/28,,2026/12/31,,,,,,377,鹿島建設㈱ 愛媛営業所 従業員食堂,089,089-933-0511,,,,松山市枝松１丁目９－６２Ｆ,愛媛県松山市枝松１丁目９－６２Ｆ,,193766,38,38201,枝松１,,2021/10/28,2021/10/28,,2026/12/31,株式会社愛媛給食調理サービス,高田秀親,,,,,,,,,第1106号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,鹿島建設株式会社愛媛営業所従業員食堂089-933-051119376638201,7b1a1c3d-10fb-42fc-9095-1bad9af4ae63,株式会社愛媛給食調理サービス,5d000703-721c-4250-93fe-7a77f497a097,4473a39e-ce51-40fe-a0a4-9cb0ee3f9b0a,2021/10/28,鹿島建設株式会社愛媛営業所　従業員食堂,鹿島建設株式会社愛媛営業所従業員食堂,株式会社愛媛給食調理サービス
382019,66,愛媛県,松山市,イタリア食堂 ZiZi,,イタリアショクドウ ジジ,飲食店営業,,松山市畑寺2丁目4-51MK5-1F北,松山市畑寺２丁目４－５１,MK５－１F北,,,089-934-1379,吉良義洋,,,,第1107号,2021/10/28,2021/10/28,,2026/12/31,,,,,,377,イタリア食堂 ZiZi,089,089-934-1379,,,,松山市畑寺２丁目４－５１,愛媛県松山市畑寺２丁目４－５１,MK５－１F北,194189,38,38201,畑寺２,,2021/10/28,2021/10/28,,2026/12/31,,吉良義洋  ,,,,,,,,,第1107号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,イタリア食堂ＺｉＺｉ089-934-137919418938201,d271c1ea-e0e5-4a7b-b707-44b1b5469972,,personal,33bfca13-d7ea-4b90-89f9-caf6c03f1f29,2021/10/28,イタリア食堂　ＺｉＺｉ,イタリア食堂ＺｉＺｉ,
382019,67,愛媛県,松山市,ファミリーマート 本町三丁目店,,ファミリーマート ホンマチサンチョウメテン,飲食店営業,,松山市本町3丁目6-5,松山市本町３丁目６－５,,,,089-915-2751,富永芳樹,,,,第1108号,2021/10/29,2021/10/29,,2026/12/31,,,,,,377,ファミリーマート 本町三丁目店,089,089-915-2751,,,,松山市本町３丁目６－５,愛媛県松山市本町３丁目６－５,,194058,38,38201,本町３,,2021/10/29,2021/10/29,,2026/12/31,,富永芳樹  ,,,,,,,,,第1108号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,M,76,,,ファミリマト本町三丁目店089-915-275119405838201,db642cbb-e575-40be-b19c-9bc17bcf0b76,,personal,06481627-44a0-4ab9-ae9a-d9fd88cdeece,2021/10/29,ファミリーマート　本町三丁目店,ファミリマト本町三丁目店,
382019,68,愛媛県,松山市,いよてつ髙島屋 社員食堂,,イヨテツタカシマヤ シャインショクドウ,菓子製造業,,松山市湊町５丁目１－１いよてつ髙島屋 南館 ５Ｆ,松山市湊町５丁目１－１,いよてつ髙島屋南館 ５Ｆ,,,089-948-2381,,株式会社 伊予鉄会館,,石山有一,第1009号,2021/10/4,2021/10/4,,2026/12/31,,,,,,377,いよてつ髙島屋 社員食堂,089,089-948-2381,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,いよてつ髙島屋南館 ５Ｆ,194093,38,38201,湊町５,,2021/10/04,2021/10/04,,2026/12/31,株式会社 伊予鉄会館,石山有一,,,,,,,,,第1009号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,いよてつ髙島屋社員食堂089-948-238119409338201,a61c02e5-bba8-455e-adc2-68b11989f5eb,株式会社伊予鉄会館,ba019f36-961d-478b-91b8-27aefbaaafba,1f1625b8-c625-4304-83cd-d802fa9113c9,2021/10/04,いよてつ髙島屋　社員食堂,いよてつ髙島屋社員食堂,株式会社伊予鉄会館
382019,69,愛媛県,松山市,オルシヴァル,,オルシヴァル,菓子製造業,,松山市南土居町５３８－１,松山市南土居町５３８－１,,,,089-970-9332,,株式会社Ｏｒｃｉｖａｌ,,髙橋直美,第1013号,2021/10/5,2021/10/5,,2026/12/31,,,,,,377,オルシヴァル,089,089-970-9332,,,,松山市南土居町５３８－１,愛媛県松山市南土居町５３８－１,,194109,38,38201,南土居町,,2021/10/05,2021/10/05,,2026/12/31,株式会社Ｏｒｃｉｖａｌ,髙橋直美,,,,,,,,,第1013号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,オルシヴァル089-970-933219410938201,31d62473-a6e2-4c0f-8cce-ee306d9381cd,株式会社Ｏｒｃｉｖａｌ,360aa139-8669-4748-a566-33c22c71e7ac,413f8732-74e1-4fbb-b9b6-7721eaa946c3,2021/10/05,オルシヴァル,オルシヴァル,株式会社Ｏｒｃｉｖａｌ
382019,70,愛媛県,松山市,いよてつ髙島屋 7階催会場,,イヨテツタカシマヤ ナナカイモヨオシカイジョウ,菓子製造業,,松山市湊町5丁目1-1株式会社伊予鉄髙島屋 7階,松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,,,089-948-2111,,株式会社伊予鉄髙島屋,,林巧,第1019号,2021/10/5,2021/10/5,,2026/12/31,,,,,,377,いよてつ髙島屋 7階催会場,089,089-948-2111,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,194093,38,38201,湊町５,,2021/10/05,2021/10/05,,2026/12/31,株式会社伊予鉄髙島屋,林巧,,,,,,,,,第1019号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,いよてつ髙島屋７階催会場089-948-211119409338201,cd6bd42d-d153-4479-8d27-e7090138d525,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,1e70c507-a91e-43d8-8742-244ab7221464,2021/10/05,いよてつ髙島屋　７階催会場,いよてつ髙島屋７階催会場,株式会社伊予鉄髙島屋
382019,71,愛媛県,松山市,合同会社 M1-can,,ゴウドウガイシャミカン,菓子製造業,,松山市立花3-2-38第一熊野ビル3階 307,松山市立花３－２－３８,第一熊野ビル３階 ３０７,,,,,合同会社 M1-can,,松本直之,第1026号,2021/10/7,2021/10/7,,2026/12/31,,,,,,377,合同会社 M1-can,089,,,,,松山市立花３－２－３８,愛媛県松山市立花３－２－３８,第一熊野ビル３階 ３０７,193938,38,38201,立花３,,2021/10/07,2021/10/07,,2026/12/31,合同会社 M1-can,松本直之,,,,,,,,,第1026号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,合同会社Ｍ１ｃａｎ19393838201,5ef0957a-82c1-497c-8737-3cd9d5bbf595,合同会社Ｍ１－ｃａｎ,b15c99e2-1d8d-4992-8259-2c3294de28af,cf33e993-b037-4146-be38-7d01af7e4b9b,2021/10/07,合同会社Ｍ１－ｃａｎ,合同会社Ｍ１ｃａｎ,合同会社Ｍ１－ｃａｎ
382019,72,愛媛県,松山市,とろり天使のわらびもち 松山店,,トロリテンシノワラビモチ マツヤマテン,菓子製造業,,松山市大街道３丁目８－２大街道東雲ビル１F,松山市大街道３丁目８－２,大街道東雲ビル１F,,,,,株式会社TIAM,,勝田温子,第1038号,2021/10/8,2021/10/8,,2026/12/31,,,,,,377,とろり天使のわらびもち 松山店,089,,,,,松山市大街道３丁目８－２,愛媛県松山市大街道３丁目８－２,大街道東雲ビル１F,193776,38,38201,大街道３,,2021/10/08,2021/10/08,,2026/12/31,株式会社TIAM,勝田温子,,,,,,,,,第1038号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,とろり天使のわらびもち松山店19377638201,8cbe90c6-2cd5-439b-8049-f291075da27d,株式会社ＴＩＡＭ,3d42c1d5-f0a2-4444-a83c-54a0ae2db87a,65c929fa-abde-4aa7-9df3-b18a268d66f0,2021/10/08,とろり天使のわらびもち　松山店,とろり天使のわらびもち松山店,株式会社ＴＩＡＭ
382019,73,愛媛県,松山市,with...everyday,,ウィズ エブリデイ,菓子製造業,,松山市北斎院町1245ブルームステージ津田101,松山市北斎院町１２４５,ブルームステージ津田１０１,,,,岩本有加,,,,第1041号,2021/10/12,2021/10/12,,2026/12/31,,,,,,377,with...everyday,089,,,,,松山市北斎院町１２４５,愛媛県松山市北斎院町１２４５,ブルームステージ津田１０１,193824,38,38201,北斎院町,,2021/10/12,2021/10/12,,2026/12/31,,岩本有加  ,,,,,,,,,第1041号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,ｗｉｔｈｅｖｅｒｙｄａｙ19382438201,c80cf2cb-535d-4642-ac95-6fc162583af0,,personal,32a9d9cb-4b39-4e2f-bd64-fb9d6e1fb541,2021/10/12,ｗｉｔｈ．．．ｅｖｅｒｙｄａｙ,ｗｉｔｈｅｖｅｒｙｄａｙ,
382019,74,愛媛県,松山市,eg sand キッチン,,エグサンドキッチン,菓子製造業,,松山市西垣生町795‐1,松山市西垣生町７９５－１,,,,089-972-6080,,株式会社Ｐｌｕｓ ＯＮＥ,,葛原誠志,第1049号,2021/10/15,2021/10/15,,2026/12/31,,,,,,377,eg sand キッチン,089,089-972-6080,,,,松山市西垣生町７９５－１,愛媛県松山市西垣生町７９５－１,,194001,38,38201,西垣生町,,2021/10/15,2021/10/15,,2026/12/31,株式会社Ｐｌｕｓ ＯＮＥ,葛原誠志,,,,,,,,,第1049号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,ｅｇｓａｎｄキッチン089-972-608019400138201,8d618cb7-70e9-405f-9ca9-55bf7fbbf545,株式会社Ｐｌｕｓ　ＯＮＥ,f8b71cca-ee49-4ee6-93d0-bc3f277d1eae,9a458e35-b03b-4d4c-859d-0d238157df3e,2021/10/15,ｅｇ　ｓａｎｄ　キッチン,ｅｇｓａｎｄキッチン,株式会社Ｐｌｕｓ　ＯＮＥ
382019,75,愛媛県,松山市,10food factory,,テンフード ファクトリー,菓子製造業,,松山市湯渡町10-25 1F,松山市湯渡町１０－２５,１F,,,,,株式会社W-harmony,,篠宮篤志,第1062号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,10food factory,089,,,,,松山市湯渡町１０－２５,愛媛県松山市湯渡町１０－２５,１F,194149,38,38201,湯渡町,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1062号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,１０ｆｏｏｄｆａｃｔｏｒｙ19414938201,93775491-8c92-4b2b-ad28-75e15f0cc4d4,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,226abfbf-1d5c-41c9-9f02-8ce1b610966e,2021/10/19,１０ｆｏｏｄ　ｆａｃｔｏｒｙ,１０ｆｏｏｄｆａｃｔｏｒｙ,株式会社Ｗ－ｈａｒｍｏｎｙ
382019,76,愛媛県,松山市,松山三越,,マツヤマミツコシ,菓子製造業,,松山市一番町3丁目1-1,松山市一番町３丁目１－１,,,,089-945-3111,,株式会社 松山三越,,浅田徹,第1068号,2021/10/20,2021/10/20,,2026/12/31,,,,,,377,松山三越,089,089-945-3111,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,,193746,38,38201,一番町３,,2021/10/20,2021/10/20,,2026/12/31,株式会社 松山三越,浅田徹,,,,,,,,,第1068号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,松山三越089-945-311119374638201,e5316d6d-5c53-4bbb-add4-ce39b1491618,株式会社松山三越,8853187a-40d3-4d2f-b51e-89903f907bed,fdeac587-c148-4e71-b142-84bc1c668ee9,2021/10/20,松山三越,松山三越,株式会社松山三越
382019,77,愛媛県,松山市,いよてつ髙島屋 7階催会場,,イヨテツタカシマヤ ナナカイモヨオシカイジョウ,菓子製造業,,松山市湊町5丁目1-1株式会社伊予鉄髙島屋 7階,松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,,,089-948-2111,,株式会社伊予鉄髙島屋,,林巧,第1070号,2021/10/20,2021/10/20,,2026/12/31,,,,,,377,いよてつ髙島屋 7階催会場,089,089-948-2111,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,194093,38,38201,湊町５,,2021/10/20,2021/10/20,,2026/12/31,株式会社伊予鉄髙島屋,林巧,,,,,,,,,第1070号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,いよてつ髙島屋７階催会場089-948-211119409338201,cd6bd42d-d153-4479-8d27-e7090138d525,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,bf9c0bec-0286-46b1-b5d8-7b8c08fab019,2021/10/20,いよてつ髙島屋　７階催会場,いよてつ髙島屋７階催会場,株式会社伊予鉄髙島屋
