https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,n処理終了,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,申請者1,業種,施設-電話番号1,申請-電話番号1,確認番号,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設の名称,施設所在地,,,営業者氏名,営業の種類,施設電話番号,営業者電話番号,許可番号,許可年月日,初回許可日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
ＢＩＳＴＲＯ　ＨＡＭＡＩＦ,中央区新富１丁目９番４号  ファンデックス銀座ビル地下１階,中央区新富１丁目９番４号, ファンデックス銀座ビル地下１階,有限会社Ｋｙ’ｓＩｎｔｅｒｎａｔｉｏｎａｌ,そうざい製造業,6280-3483,3655-4374,3中保生食ほ第434号,2021/12/2,2021/12/2,,181,ＢＩＳＴＲＯ　ＨＡＭＡＩＦ,03,03-6280-3483,,,,中央区新富１丁目９番４号,東京都中央区新富１丁目９番４号, ファンデックス銀座ビル地下１階,72963,13,13102,新富１,,2021/12/02,2021/12/02,,,有限会社Ｋｙ’ｓＩｎｔｅｒｎａｔｉｏｎａｌ,,03-3655-4374,,,,,,,,3中保生食ほ第434号,,そうざい製造業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,ＢＩＳＴＲＯＨＡＭＡＩＦ03-6280-34837296313102,f578afae-7df3-4a16-b481-a8df83c74a8b,有限会社Ｋｙ＇ｓＩｎｔｅｒｎａｔｉｏｎａｌ,60cc2723-e519-4657-8724-a1abb252b36d,5e7eaf00-b7b9-431c-a71b-80d83ae51b2a,2021/12/02,ＢＩＳＴＲＯ　ＨＡＭＡＩＦ,ＢＩＳＴＲＯＨＡＭＡＩＦ,有限会社Ｋｙ＇ｓＩｎｔｅｒｎａｔｉｏｎａｌ
上藤,中央区新富２丁目１０番１号  上藤商事ビル１階,中央区新富２丁目１０番１号, 上藤商事ビル１階,阿部　敏博,飲食店営業,3551-8717,,3中保生食ほ第1872号,2021/12/10,2021/12/10,,181,上藤,03,03-3551-8717,,,,中央区新富２丁目１０番１号,東京都中央区新富２丁目１０番１号, 上藤商事ビル１階,72964,13,13102,新富２,,2021/12/10,2021/12/10,,,,阿部　敏博,,,,,,,,,3中保生食ほ第1872号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,上藤03-3551-87177296413102,62827756-d357-48ea-b55f-253913b24422,,personal,8ca13fc7-ff17-4b73-8432-8cf14bff2631,2021/12/10,上藤,上藤,
ＮＯＶＥＭＢＥＲ,中央区湊２丁目１６番２６号  藤和八丁掘コープⅢ１０１,中央区湊２丁目１６番２６号, 藤和八丁掘コープⅢ１０１,谷仲　牧子,飲食店営業,,,3中保生食ほ第2062号,2021/12/27,2021/12/27,,181,ＮＯＶＥＭＢＥＲ,03,,,,,中央区湊２丁目１６番２６号,東京都中央区湊２丁目１６番２６号, 藤和八丁掘コープⅢ１０１,73034,13,13102,湊２,,2021/12/27,2021/12/27,,,,谷仲　牧子,,,,,,,,,3中保生食ほ第2062号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＮＯＶＥＭＢＥＲ7303413102,77b00d81-8b65-439c-bcd9-c9c43d50714d,,personal,6b3848b4-b25f-4c1b-ab4d-f5c1bfe4d5bb,2021/12/27,ＮＯＶＥＭＢＥＲ,ＮＯＶＥＭＢＥＲ,
ＮＯＶＥＭＢＥＲ,中央区湊２丁目１６番２６号  藤和八丁掘コープⅢ１０１,中央区湊２丁目１６番２６号, 藤和八丁掘コープⅢ１０１,谷仲　牧子,菓子製造業,,,3中保生食ほ第2063号,2021/12/27,2021/12/27,,181,ＮＯＶＥＭＢＥＲ,03,,,,,中央区湊２丁目１６番２６号,東京都中央区湊２丁目１６番２６号, 藤和八丁掘コープⅢ１０１,73034,13,13102,湊２,,2021/12/27,2021/12/27,,,,谷仲　牧子,,,,,,,,,3中保生食ほ第2063号,,菓子製造業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,ＮＯＶＥＭＢＥＲ7303413102,77b00d81-8b65-439c-bcd9-c9c43d50714d,,personal,ef30daf7-cb34-45a0-acb9-d7f04310cde6,2021/12/27,ＮＯＶＥＭＢＥＲ,ＮＯＶＥＭＢＥＲ,
聖路加レジデンス　ダイニングルーム,中央区明石町８番２号  聖路加レジデンス３階,中央区明石町８番２号, 聖路加レジデンス３階,株式会社ホテルオークラエンタープライズ,飲食店営業,5550-6621,3522-3638,3中保生食ほ第1844号,2021/12/7,2021/12/7,,181,聖路加レジデンス　ダイニングルーム,03,03-5550-6621,,,,中央区明石町８番２号,東京都中央区明石町８番２号, 聖路加レジデンス３階,72940,13,13102,明石町,,2021/12/07,2021/12/07,,,株式会社ホテルオークラエンタープライズ,,03-3522-3638,,,,,,,,3中保生食ほ第1844号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,聖路加レジデンスダイニングルム03-5550-66217294013102,b97b871f-1236-4271-b81e-2d0715cf5b22,株式会社ホテルオークラエンタープライズ,18287ea4-0a80-4eec-90a7-9780cf23d980,2e25a0a2-9687-496e-ae0e-5d1525127833,2021/12/07,聖路加レジデンス　ダイニングルーム,聖路加レジデンスダイニングルム,株式会社ホテルオークラエンタープライズ
Ｎａｔｕｒａｌ　Ｅａｒｔｈ,中央区明石町１３番１５号  明石町アビタシオン１０２号,中央区明石町１３番１５号 ,明石町アビタシオン１０２号,合同会社ナチュラルアース,飲食店営業,4288-8786,4288-8786,3中保生食ほ第1935号,2021/12/2,2021/12/2,,181,Ｎａｔｕｒａｌ　Ｅａｒｔｈ,03,03-4288-8786,,,,中央区明石町１３番１５号 ,東京都中央区明石町１３番１５号,明石町アビタシオン１０２号,72940,13,13102,明石町,,2021/12/02,2021/12/02,,,合同会社ナチュラルアース,,03-4288-8786,,,,,,,,3中保生食ほ第1935号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＮａｔｕｒａｌＥａｒｔｈ03-4288-87867294013102,9bb6040c-7bc7-4270-88e4-426d7f39826d,合同会社ナチュラルアース,125e7dd9-687d-4aab-9779-8b9c96719f7b,cfef05e8-f3a4-4869-8702-b2757fe22b78,2021/12/02,Ｎａｔｕｒａｌ　Ｅａｒｔｈ,ＮａｔｕｒａｌＥａｒｔｈ,合同会社ナチュラルアース
鮨　なかむら,中央区築地１丁目４番８号  築地ホワイトビル１階,中央区築地１丁目４番８号, 築地ホワイトビル１階,株式会社なかむら,飲食店営業,6264-7890,6264-7890,3中保生食ほ第1998号,2021/12/27,2021/12/27,,181,鮨　なかむら,03,03-6264-7890,,,,中央区築地１丁目４番８号,東京都中央区築地１丁目４番８号, 築地ホワイトビル１階,72969,13,13102,築地１,,2021/12/27,2021/12/27,,,株式会社なかむら,,03-6264-7890,,,,,,,,3中保生食ほ第1998号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,鮨なかむら03-6264-78907296913102,167dee94-cf3f-4967-a0c5-a9a8b48a185e,株式会社なかむら,1709c2c1-f476-4803-ae4f-c74139f8f1b8,4fabb5af-9df9-4306-9ead-d8796bd47435,2021/12/27,鮨　なかむら,鮨なかむら,株式会社なかむら
とんかつ　はせ川　東銀座店,中央区築地１丁目１３番１１号  高橋ビル１階,中央区築地１丁目１３番１１号, 高橋ビル１階,株式会社ＬＢＲ,飲食店営業,6281-5129,5625-2929,3中保生食ほ第1756号,2021/12/20,2021/12/20,,181,とんかつ　はせ川　東銀座店,03,03-6281-5129,,,,中央区築地１丁目１３番１１号,東京都中央区築地１丁目１３番１１号, 高橋ビル１階,72969,13,13102,築地１,,2021/12/20,2021/12/20,,,株式会社ＬＢＲ,,03-5625-2929,,,,,,,,3中保生食ほ第1756号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,とんかつはせ川東銀座店03-6281-51297296913102,3c9bf604-083d-46b3-b016-05db6ea41c65,株式会社ＬＢＲ,a0926cfa-ae45-4f03-8a94-6f02dbeef56b,e4a96f8a-2eee-4865-b0d3-7d7b321cf177,2021/12/20,とんかつ　はせ川　東銀座店,とんかつはせ川東銀座店,株式会社ＬＢＲ
一枠,中央区築地２丁目１番１７号  陽光築地ビル地下１階,中央区築地２丁目１番１７号, 陽光築地ビル地下１階,白石　修世,飲食店営業,3547-0189,,3中保生食ほ第1840号,2021/12/9,2021/12/9,,181,一枠,03,03-3547-0189,,,,中央区築地２丁目１番１７号,東京都中央区築地２丁目１番１７号, 陽光築地ビル地下１階,72970,13,13102,築地２,,2021/12/09,2021/12/09,,,,白石　修世,,,,,,,,,3中保生食ほ第1840号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,一枠03-3547-01897297013102,d6789b09-735f-46b0-bd65-aeb9a002cd88,,personal,bd164388-5ba1-442c-b24a-e6459e7a61f9,2021/12/09,一枠,一枠,
天里,中央区築地２丁目９番９号,中央区築地２丁目９番９号,,合同会社ＳＴＦ　ｃｏｒｐｏｒａｔｉｏｎ,飲食店営業,5565-5565,3574-5563,3中保生食ほ第2002号,2021/12/15,2021/12/15,,181,天里,03,03-5565-5565,,,,中央区築地２丁目９番９号,東京都中央区築地２丁目９番９号,,72970,13,13102,築地２,,2021/12/15,2021/12/15,,,合同会社ＳＴＦ　ｃｏｒｐｏｒａｔｉｏｎ,,03-3574-5563,,,,,,,,3中保生食ほ第2002号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,天里03-5565-55657297013102,2be8f0b3-ee3b-49a4-bc94-18bbd71ecc14,合同会社ＳＴＦ　ｃｏｒｐｏｒａｔｉｏｎ,9e8f05b4-2f04-4104-be51-c08deb0d74cf,686896c1-9ef5-420b-9338-685533fd4414,2021/12/15,天里,天里,合同会社ＳＴＦ　ｃｏｒｐｏｒａｔｉｏｎ
Ｃａｂｏ　ｌａｂｏ,中央区築地２丁目１１番３号  １階,中央区築地２丁目１１番３号,１階,　陽子,飲食店営業,3541-1089,,3中保生食ほ第1832号,2021/12/1,2021/12/1,,181,Ｃａｂｏ　ｌａｂｏ,03,03-3541-1089,,,,中央区築地２丁目１１番３号,東京都中央区築地２丁目１１番３号,１階,72970,13,13102,築地２,,2021/12/01,2021/12/01,,,,　陽子,,,,,,,,,3中保生食ほ第1832号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,Ｃａｂｏｌａｂｏ03-3541-10897297013102,bcffc9bc-befb-49fa-8c8b-95f412101b87,,personal,5a71d357-7ceb-4e7e-b5e6-399c39cf4a1c,2021/12/01,Ｃａｂｏ　ｌａｂｏ,Ｃａｂｏｌａｂｏ,
スナック律子,中央区築地３丁目１０番９号  パープルローズ築地　地下１階,中央区築地３丁目１０番９号,パープルローズ築地 地下１階,初鹿　律子,飲食店営業,3541-0822,,3中保生食ほ第2007号,2021/12/20,2021/12/20,,181,スナック律子,03,03-3541-0822,,,,中央区築地３丁目１０番９号,東京都中央区築地３丁目１０番９号,パープルローズ築地 地下１階,72971,13,13102,築地３,,2021/12/20,2021/12/20,,,,初鹿　律子,,,,,,,,,3中保生食ほ第2007号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,スナック律子03-3541-08227297113102,13c5ab29-0555-47a3-b9fc-92f01e845aa0,,personal,82a1fc8c-4964-4dc0-aaa5-49e9c97c45ad,2021/12/20,スナック律子,スナック律子,
ファミリーマート築地本願寺前店,中央区築地３丁目１１番８号  築地スクエアビル１階、２階,中央区築地３丁目１１番８号, 築地スクエアビル１階、２階,株式会社Ｔ＆Ｋ,飲食店営業,3541-0070,5830-8021,3中保生食ほ第1764号,2021/12/21,2021/12/21,,181,ファミリーマート築地本願寺前店,03,03-3541-0070,,,,中央区築地３丁目１１番８号,東京都中央区築地３丁目１１番８号, 築地スクエアビル１階、２階,72971,13,13102,築地３,,2021/12/21,2021/12/21,,,株式会社Ｔ＆Ｋ,,03-5830-8021,,,,,,,,3中保生食ほ第1764号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ファミリマト築地本願寺前店03-3541-00707297113102,bc8b0a85-c816-4bc0-9b2b-1d8f5c6d5bae,株式会社Ｔ＆Ｋ,19f918ed-c2c3-403b-839c-4e8f3804f0c3,cf91eb34-b9f7-4e1a-813b-c07841640097,2021/12/21,ファミリーマート築地本願寺前店,ファミリマト築地本願寺前店,株式会社Ｔ＆Ｋ
地下の粋,中央区築地４丁目７番５号  築地ＫＹビル地下１階,中央区築地４丁目７番５号, 築地ＫＹビル地下１階,株式会社築地三代,飲食店営業,6228-4442,6636-5459,3中保生食ほ第2014号,2021/12/23,2021/12/23,,181,地下の粋,03,03-6228-4442,,,,中央区築地４丁目７番５号,東京都中央区築地４丁目７番５号, 築地ＫＹビル地下１階,72972,13,13102,築地４,,2021/12/23,2021/12/23,,,株式会社築地三代,,03-6636-5459,,,,,,,,3中保生食ほ第2014号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,地下の粋03-6228-44427297213102,55552c4d-5982-448b-a4f2-39936a7f4c50,株式会社築地三代,a3eb9713-29f6-47e3-934d-376ef1ea1186,b9f8d6d0-470c-458c-b363-e8617901eaab,2021/12/23,地下の粋,地下の粋,株式会社築地三代
成東水産㈱,中央区築地４丁目９番６号,中央区築地４丁目９番６号,,成東水産株式会社,魚介類販売業,3542-9670,3542-4786,3中保生食ほ第1836号,2021/12/23,2021/12/23,,181,成東水産㈱,03,03-3542-9670,,,,中央区築地４丁目９番６号,東京都中央区築地４丁目９番６号,,72972,13,13102,築地４,,2021/12/23,2021/12/23,,,成東水産株式会社,,03-3542-4786,,,,,,,,3中保生食ほ第1836号,,魚介類販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,,,成東水産株式会社03-3542-96707297213102,f577fd94-490e-4244-a4e4-65dcdd3dc0cf,成東水産株式会社,e0e93bfa-3c0c-4030-bec7-d27b97fe3b69,4e1d848f-3b2d-4d66-afe3-7bb31cf5542c,2021/12/23,成東水産株式会社,成東水産株式会社,成東水産株式会社
魚河岸千両,中央区築地４丁目９番７号  中富水産ビル１階,中央区築地４丁目９番７号, 中富水産ビル１階,株式会社ハレの日,飲食店営業,6278-8577,3541-1192,3中保生食ほ第2052号,2021/12/28,2021/12/28,,181,魚河岸千両,03,03-6278-8577,,,,中央区築地４丁目９番７号,東京都中央区築地４丁目９番７号, 中富水産ビル１階,72972,13,13102,築地４,,2021/12/28,2021/12/28,,,株式会社ハレの日,,03-3541-1192,,,,,,,,3中保生食ほ第2052号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,魚河岸千両03-6278-85777297213102,f355bffc-7a50-4bf7-883d-12fa16601590,株式会社ハレの日,97b9a578-f8c4-47a8-ab68-1021a62c990f,35238dba-e9f9-4ea5-9f4e-e798c390e0b5,2021/12/28,魚河岸千両,魚河岸千両,株式会社ハレの日
吉田商店,中央区築地４丁目９番９号  １階,中央区築地４丁目９番９号,１階,吉田　博明,飲食店営業,3543-2002,,3中保生食ほ第2061号,2021/12/21,2021/12/21,,181,吉田商店,03,03-3543-2002,,,,中央区築地４丁目９番９号,東京都中央区築地４丁目９番９号,１階,72972,13,13102,築地４,,2021/12/21,2021/12/21,,,,吉田　博明,,,,,,,,,3中保生食ほ第2061号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,吉田商店03-3543-20027297213102,98873a09-28d5-4388-b6eb-9a9965c7d1f4,,personal,6ab6760c-1565-4323-9854-00363554e4f0,2021/12/21,吉田商店,吉田商店,
有限会社丸宮商店,中央区築地４丁目９番１３号  １階,中央区築地４丁目９番１３号,１階,有限会社丸宮商店,魚介類販売業,3541-7604,3828-1722,3中保生食ほ第1863号,2021/12/9,2021/12/9,,181,有限会社丸宮商店,03,03-3541-7604,,,,中央区築地４丁目９番１３号,東京都中央区築地４丁目９番１３号,１階,72972,13,13102,築地４,,2021/12/09,2021/12/09,,,有限会社丸宮商店,,03-3828-1722,,,,,,,,3中保生食ほ第1863号,,魚介類販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,,,有限会社丸宮商店03-3541-76047297213102,867d656c-54ae-4aea-937e-cbe2d5a1354c,有限会社丸宮商店,f9f4b74a-386b-4659-8ebe-fb01c4bd97cc,642b82e4-c1f4-4693-ae89-b0de1aae1027,2021/12/09,有限会社丸宮商店,有限会社丸宮商店,有限会社丸宮商店
つきじ喜代村　すしざんまい別館,中央区築地４丁目１０番６号  三輝ビル１階・２階,中央区築地４丁目１０番６号, 三輝ビル１階・２階,株式会社喜代村,飲食店営業,5148-3737,3545-2266,3中保生食ほ第1987号,2021/12/20,2021/12/20,,181,つきじ喜代村　すしざんまい別館,03,03-5148-3737,,,,中央区築地４丁目１０番６号,東京都中央区築地４丁目１０番６号, 三輝ビル１階・２階,72972,13,13102,築地４,,2021/12/20,2021/12/20,,,株式会社喜代村,,03-3545-2266,,,,,,,,3中保生食ほ第1987号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,つきじ喜代村すしざんまい別館03-5148-37377297213102,1b19aa1f-065c-49e2-98e8-bec5c27947d9,株式会社喜代村,3f596008-b481-49a5-8b23-adf124a41fe7,323901cc-9b13-4c55-9d8c-4fcde8802533,2021/12/20,つきじ喜代村　すしざんまい別館,つきじ喜代村すしざんまい別館,株式会社喜代村
幸軒,中央区築地４丁目１０番７号  夕月ビル１０８,中央区築地４丁目１０番７号, 夕月ビル１０８,佐藤　幸男,そうざい製造業,3545-5602,,3中保生食ほ第1933号,2021/12/2,2021/12/2,,181,幸軒,03,03-3545-5602,,,,中央区築地４丁目１０番７号,東京都中央区築地４丁目１０番７号, 夕月ビル１０８,72972,13,13102,築地４,,2021/12/02,2021/12/02,,,,佐藤　幸男,,,,,,,,,3中保生食ほ第1933号,,そうざい製造業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,幸軒03-3545-56027297213102,53798714-518c-4d5f-905a-15293149ed8f,,personal,0b333d1d-b034-443b-ab02-cf3891bae49e,2021/12/02,幸軒,幸軒,
築地スタンド,中央区築地４丁目１３番９号  第２木田ビル１階,中央区築地４丁目１３番９号, 第２木田ビル１階,株式会社山傳,飲食店営業,,,3中保生食ほ第2065号,2021/12/21,2021/12/21,,181,築地スタンド,03,,,,,中央区築地４丁目１３番９号,東京都中央区築地４丁目１３番９号, 第２木田ビル１階,72972,13,13102,築地４,,2021/12/21,2021/12/21,,,株式会社山傳,,,,,,,,,,3中保生食ほ第2065号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,築地スタンド7297213102,e7e9b0f7-83da-4e29-93ef-08b5c6549206,株式会社山傳,98baabc1-2624-44d1-91b9-66b726ecf98e,b496840e-7794-4039-97c4-24e27fa333a0,2021/12/21,築地スタンド,築地スタンド,株式会社山傳
つきぢ神楽寿司,中央区築地４丁目１４番１３号  １階,中央区築地４丁目１４番１３号,１階,株式会社つきぢ神楽寿司,飲食店営業,3541-4180,3510-7338,3中保生食ほ第1868号,2021/12/21,2021/12/21,,181,つきぢ神楽寿司,03,03-3541-4180,,,,中央区築地４丁目１４番１３号,東京都中央区築地４丁目１４番１３号,１階,72972,13,13102,築地４,,2021/12/21,2021/12/21,,,株式会社つきぢ神楽寿司,,03-3510-7338,,,,,,,,3中保生食ほ第1868号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,つきぢ神楽寿司03-3541-41807297213102,57cda419-9249-4afc-948c-f32cd7d5acbd,株式会社つきぢ神楽寿司,a06f7a1e-cafb-4152-bc45-84a12a780b5d,c2a72f6d-79e3-43ba-9a08-c63e84d743b4,2021/12/21,つきぢ神楽寿司,つきぢ神楽寿司,株式会社つきぢ神楽寿司
つきぢ神楽,中央区築地４丁目１４番１４号  １階,中央区築地４丁目１４番１４号,１階,株式会社つきぢ神楽寿司,飲食店営業,3541-4180,3510-7338,3中保生食ほ第1870号,2021/12/23,2021/12/23,,181,つきぢ神楽,03,03-3541-4180,,,,中央区築地４丁目１４番１４号,東京都中央区築地４丁目１４番１４号,１階,72972,13,13102,築地４,,2021/12/23,2021/12/23,,,株式会社つきぢ神楽寿司,,03-3510-7338,,,,,,,,3中保生食ほ第1870号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,つきぢ神楽03-3541-41807297213102,e83d8b24-f433-4463-b658-9456b8dc1d97,株式会社つきぢ神楽寿司,a06f7a1e-cafb-4152-bc45-84a12a780b5d,281d397c-dab3-4042-9173-2c6a6038e25c,2021/12/23,つきぢ神楽,つきぢ神楽,株式会社つきぢ神楽寿司
ＫＯＫＯ　ＨＯＴＥＬ　築地　銀座,中央区築地６丁目８番８号,中央区築地６丁目８番８号,,株式会社アイスタッフ,飲食店営業,5565-5680,042-860-7724,3中保生食ほ第1961号,2021/12/10,2021/12/10,,181,ＫＯＫＯ　ＨＯＴＥＬ　築地　銀座,03,03-5565-5680,,,,中央区築地６丁目８番８号,東京都中央区築地６丁目８番８号,,72974,13,13102,築地６,,2021/12/10,2021/12/10,,,株式会社アイスタッフ,,042-860-7724,,,,,,,,3中保生食ほ第1961号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＫＯＫＯＨＯＴＥＬ築地銀座03-5565-56807297413102,51746fb9-b5c7-4397-be04-f250f9ab8b47,株式会社アイスタッフ,613ad064-c651-485b-949f-fee9b42b86f6,f2d1007d-8f40-465f-8e81-e4b53cd504fa,2021/12/10,ＫＯＫＯ　ＨＯＴＥＬ　築地　銀座,ＫＯＫＯＨＯＴＥＬ築地銀座,株式会社アイスタッフ
鮭虎,中央区築地６丁目２１番６号,中央区築地６丁目２１番６号,,山本　陽介,水産製品製造業,,,3中保生食ほ第1948号,2021/12/22,2021/12/22,,181,鮭虎,03,,,,,中央区築地６丁目２１番６号,東京都中央区築地６丁目２１番６号,,72974,13,13102,築地６,,2021/12/22,2021/12/22,,,,山本　陽介,,,,,,,,,3中保生食ほ第1948号,,水産製品製造業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,92,,鮭虎7297413102,7b95c750-7881-4d98-aa89-e1c95ca21341,,personal,705b7778-117b-4d9b-997b-629250d8f7f5,2021/12/22,鮭虎,鮭虎,
築地すしＯｍａｋａｓｅ　はなれ,中央区築地６丁目２２番１号  ポラリス３２５　１０１号,中央区築地６丁目２２番１号,ポラリス３２５ １０１号,はうｔｏメイク株式会社,飲食店営業,,6260-6416,3中保生食ほ第1954号,2021/12/8,2021/12/8,,181,築地すしＯｍａｋａｓｅ　はなれ,03,,,,,中央区築地６丁目２２番１号,東京都中央区築地６丁目２２番１号,ポラリス３２５ １０１号,72974,13,13102,築地６,,2021/12/08,2021/12/08,,,はうｔｏメイク株式会社,,03-6260-6416,,,,,,,,3中保生食ほ第1954号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,築地すしＯｍａｋａｓｅはなれ7297413102,4efcb5b0-c46f-4465-b280-329155fb2c4f,はうｔｏメイク株式会社,c449d992-abe0-468e-90c5-e870bfc57131,9f5cc2e5-7dd3-4800-8dce-b2ae279237c5,2021/12/08,築地すしＯｍａｋａｓｅ　はなれ,築地すしＯｍａｋａｓｅはなれ,はうｔｏメイク株式会社
キッチン山傳,中央区築地６丁目２３番７号  東京促成青果ビル３階,中央区築地６丁目２３番７号, 東京促成青果ビル３階,株式会社山傳,飲食店営業,,,3中保生食ほ第2066号,2021/12/21,2021/12/21,,181,キッチン山傳,03,,,,,中央区築地６丁目２３番７号,東京都中央区築地６丁目２３番７号, 東京促成青果ビル３階,72974,13,13102,築地６,,2021/12/21,2021/12/21,,,株式会社山傳,,,,,,,,,,3中保生食ほ第2066号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,キッチン山傳7297413102,9f033a26-0017-4303-838c-b20f1e3116a7,株式会社山傳,98baabc1-2624-44d1-91b9-66b726ecf98e,cf89c395-a838-46bf-9e8d-997a6b63f6e3,2021/12/21,キッチン山傳,キッチン山傳,株式会社山傳
