（営業施設）","町域
（営業施設）","番地等
（営業施設）",,"マンション名等
（営業施設）","電話番号
（営業施設）",営業の種類,許可番号,初回許可年月日,許可年月日,許可開始日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,昭和大学富士吉田 キャンパスすみれ寮,,山梨県,富士吉田市,上吉田,４５６２,４５６２,,0555-22-4403,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,昭和大学富士吉田 キャンパスすみれ寮,0555,0555-22-4403,,,,山梨県　富士吉田市　上吉田　４５６２,山梨県富士吉田市上吉田４５６２,,100074,19,19202,上吉田４,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,昭和大学富士吉田キャンパスすみれ寮0555-22-440310007419202,78d6f946-efc1-4ea8-aa69-103d07e4c3cc,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,27119fb9-fb08-44ff-8a02-f034dd29f1e3,2021/11/12,昭和大学富士吉田　キャンパスすみれ寮,昭和大学富士吉田キャンパスすみれ寮,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,富士の駅,,山梨県,南都留郡富士河口湖町,船津,６８５８番地,６８５８番地,,0555-83-3222,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,富士の駅,0555,0555-83-3222,,,,山梨県　南都留郡富士河口湖町　船津　６８５８番地,山梨県南都留郡富士河口湖町船津６８５８番地,,100935,19,19430,船津,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,富士の駅0555-83-322210093519430,90819eee-ad1d-4dbf-ae6d-96d74dc6b185,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,6093b131-841d-4a1c-a239-d3e6428bb1a0,2021/11/12,富士の駅,富士の駅,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,富士マリオットホテル山中湖,,山梨県,南都留郡山中湖村,平野,１２５６－ １,１２５６－１,,0555-65-9611,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,富士マリオットホテル山中湖,0555,0555-65-9611,,,,山梨県　南都留郡山中湖村　平野　１２５６－１,山梨県南都留郡山中湖村平野１２５６－１,,100928,19,19425,平野,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,富士マリオットホテル山中湖0555-65-961110092819425,ba859f83-8f9e-4ae4-a0c1-d1a3b235c691,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,5ac709c9-d567-400c-b72c-3c7014499426,2021/11/12,富士マリオットホテル山中湖,富士マリオットホテル山中湖,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,ファナック株式会社研究棟,,山梨県,南都留郡忍野村,忍草,３５８０,３５８０,,0555-84-5972,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,ファナック株式会社研究棟,0555,0555-84-5972,,,,山梨県　南都留郡忍野村　忍草　３５８０,山梨県南都留郡忍野村忍草３５８０,,100920,19,19424,忍草,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,ファナック株式会社研究棟0555-84-597210092019424,a7bb056a-9cd6-4ec8-a67a-806d9080f087,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,43ba3131-5402-4354-91cf-6d3d0018c3e4,2021/11/12,ファナック株式会社研究棟,ファナック株式会社研究棟,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,ＤＣＭくろがねや上野原店,,山梨県,上野原市,新田,1460,１４６０,,0554-62-6300,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,ＤＣＭくろがねや上野原店,0554,0554-62-6300,,,,山梨県　上野原市　新田　１４６０,山梨県上野原市新田１４６０,,100642,19,19212,新田,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,ＤＣＭくろがねや上野原店0554-62-630010064219212,bb717004-2fc9-4fc2-a0c6-88c34298aa54,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,fa49953d-5d75-4b73-90d0-b7ba0e922c6c,2021/11/12,ＤＣＭくろがねや上野原店,ＤＣＭくろがねや上野原店,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,小作 山中湖店,,山梨県,南都留郡山中湖村,山中,２３４,２３４,,0555-62-5391,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,小作 山中湖店,0555,0555-62-5391,,,,山梨県　南都留郡山中湖村　山中　２３４,山梨県南都留郡山中湖村山中２３４,,100929,19,19425,山中,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,小作山中湖店0555-62-539110092919425,d60545a9-5ca8-4ba8-b531-ce23f01a532c,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,41c805e1-44ed-414b-83ca-9072cc69b872,2021/11/12,小作　山中湖店,小作山中湖店,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,シチズン電子    本社,,山梨県,富士吉田市,上暮地,１－２３－ １,１－２３－１,,,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,シチズン電子    本社,0555,,,,,山梨県　富士吉田市　上暮地　１－２３－１,山梨県富士吉田市上暮地１－２３－１,,100062,19,19202,上暮地１,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,シチズン電子本社10006219202,4f12ce4a-3db2-4a15-afae-8119b174918e,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,24ba1644-afcc-4dea-9474-f458edf5a4fd,2021/11/12,シチズン電子　本社,シチズン電子本社,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,小田急山中湖フォレストコテージ,,山梨県,南都留郡山中湖村,平野,４９１,４９１,,0555-62-2171,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,小田急山中湖フォレストコテージ,0555,0555-62-2171,,,,山梨県　南都留郡山中湖村　平野　４９１,山梨県南都留郡山中湖村平野４９１,,100928,19,19425,平野,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,小田急山中湖フォレストコテジ0555-62-217110092819425,758be7f4-5fd8-49d6-aba3-791f232c068c,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,3a9300a2-575b-4d05-bd72-938d86d7a5d7,2021/11/12,小田急山中湖フォレストコテージ,小田急山中湖フォレストコテジ,江崎グリコ株式会社
2021/11/12,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,帝京科学大学    東京西キャンパス食堂内,,山梨県,上野原市,八ツ沢,２５２５,２５２５,,,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,帝京科学大学    東京西キャンパス食堂内,0554,,,,,山梨県　上野原市　八ツ沢　２５２５,山梨県上野原市八ツ沢２５２５,,100661,19,19212,八ツ沢,2021/11/12,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,帝京科学大学東京西キャンパス食堂内10066119212,a8bac769-af39-4d91-8802-d32b684e1ba1,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,77c1f99f-9237-4bee-a87f-714b160ca0f0,2021/11/12,帝京科学大学　東京西キャンパス食堂内,帝京科学大学東京西キャンパス食堂内,江崎グリコ株式会社
2021/11/12,山梨青果荷受株式会社,,遠藤久史,山梨県,甲府市,国母４丁目２番４号,,,,055-235-9607,丸統富士吉田青果地方卸売市場,,山梨県,富士吉田市,上吉田東,1-7-10,１－７－１０,,055-522-2545,⑦ 野菜果物販売業,,,,,,168,丸統富士吉田青果地方卸売市場,0555,055-522-2545,,,,山梨県　富士吉田市　上吉田東　１－７－１０,山梨県富士吉田市上吉田東１－７－１０,,100136,19,19202,上吉田東１,2021/11/12,,,,,山梨青果荷受株式会社, 遠藤久史,055-235-9607,山梨県　甲府市　国母４丁目２番４号　,山梨県甲府市国母４丁目２番４号,,99900,山梨県,甲府市,国母４,,,野菜果物販売業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,58,582,,丸統富士吉田青果地方卸売市場055-522-254510013619202,158a8d90-6aea-488a-8d16-7003da56f4d4,山梨青果荷受株式会社99900,21ec2f49-aa07-4d11-99f6-cf30666e9ac2,e363cc8d-1c21-45f1-bbfc-fbb562d6fbff,2021/11/12,丸統富士吉田青果地方卸売市場,丸統富士吉田青果地方卸売市場,山梨青果荷受株式会社
2021/11/12,船津観光    株式会社,,梶原洋,山梨県,南都留郡富士河口湖町,船津,4036,４０３６,,0555-72-1062,レストハウス    ふなつや    北館,,山梨県,南都留郡富士河口湖町,船津,4036,４０３６,,0555-72-1062,① 飲食店営業,山梨県指令富東福第7966号,2021/12/6,2021/12/6,2021/12/6,,168,レストハウス    ふなつや    北館,0555,0555-72-1062,,,,山梨県　南都留郡富士河口湖町　船津　４０３６,山梨県南都留郡富士河口湖町船津４０３６,,100935,19,19430,船津,2021/11/12,2021/12/06,2021/12/06,2021/12/06,,船津観光    株式会社, 梶原洋,0555-72-1062,山梨県　南都留郡富士河口湖町　船津　４０３６,山梨県南都留郡富士河口湖町船津４０３６,,100935,山梨県,南都留郡富士河口湖町,船津,山梨県指令富東福第7966号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,レストハウスふなつや北館0555-72-106210093519430,833e645c-1642-459d-941f-e535f2a1cf7a,船津観光　株式会社100935,73aad440-1d51-40a0-92a6-d90caa9fe81d,7e0090d5-b75c-49e8-860d-65338dfc9892,2021/12/06,レストハウス　ふなつや　北館,レストハウスふなつや北館,船津観光　株式会社
2021/11/12,田村剛志,,,山梨県,富士吉田市,上暮地,1-13-2,１－１３－２,,,CUISINE    R,,山梨県,南都留郡富士河口湖町,船津,288-1,２８８－１,2F,0555-72-8776,① 飲食店営業,山梨県指令富東福第7982号,2009/11/20,2021/12/7,2022/1/1,,168,CUISINE    R,0555,0555-72-8776,,,,山梨県　南都留郡富士河口湖町　船津　２８８－１,山梨県南都留郡富士河口湖町船津２８８－１,2F,100935,19,19430,船津,2021/11/12,2009/11/20,2021/12/07,2022/01/01,,,田村剛志  ,,山梨県　富士吉田市　上暮地　１－１３－２,山梨県富士吉田市上暮地１－１３－２,,100062,山梨県,富士吉田市,上暮地１,山梨県指令富東福第7982号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ＣＵＩＳＩＮＥＲ0555-72-877610093519430,15d623c2-f159-415a-8bfc-d3b25170fa95,100062,personal,342923a4-b278-4663-a736-88738e747e8a,2021/12/07,ＣＵＩＳＩＮＥ　Ｒ,ＣＵＩＳＩＮＥＲ,
2021/11/12,渡ゆう株式会社,,渡邊由司,山梨県,富士吉田市,下吉田,9-3-21,９－３－２１,,0555-22-0088,ローソン    富士吉田下吉田店,,山梨県,富士吉田市,富士見,5-6-6,５－６－６,,0555-24-7704,⑩ コンビニエンスストア,,,,,,168,ローソン    富士吉田下吉田店,0555,0555-24-7704,,,,山梨県　富士吉田市　富士見　５－６－６,山梨県富士吉田市富士見５－６－６,,100129,19,19202,富士見５,2021/11/12,,,,,渡ゆう株式会社, 渡邊由司,0555-22-0088,山梨県　富士吉田市　下吉田　９－３－２１,山梨県富士吉田市下吉田９－３－２１,,100120,山梨県,富士吉田市,下吉田９,,,コンビニエンスストア,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,58,589,5891,ロソン富士吉田下吉田店0555-24-770410012919202,a677ff08-d48b-4c24-a411-0b8480dc968c,渡ゆう株式会社100120,f04d9b91-7ccf-4e47-a3d5-19dfa98e648f,44df39a5-6f18-401b-8424-853c711f958d,2021/11/12,ローソン　富士吉田下吉田店,ロソン富士吉田下吉田店,渡ゆう株式会社
2021/11/12,渡ゆう株式会社,,渡邊由司,山梨県,富士吉田市,下吉田,9-3-21,９－３－２１,,0555-22-0088,ローソン    富士吉田大明見三丁目店,,山梨県,富士吉田市,大明見,3-1-1,３－１－１,,0555-24-3655,⑩ コンビニエンスストア,,,,,,168,ローソン    富士吉田大明見三丁目店,0555,0555-24-3655,,,,山梨県　富士吉田市　大明見　３－１－１,山梨県富士吉田市大明見３－１－１,,100057,19,19202,大明見３,2021/11/12,,,,,渡ゆう株式会社, 渡邊由司,0555-22-0088,山梨県　富士吉田市　下吉田　９－３－２１,山梨県富士吉田市下吉田９－３－２１,,100120,山梨県,富士吉田市,下吉田９,,,コンビニエンスストア,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,58,589,5891,ロソン富士吉田大明見三丁目店0555-24-365510005719202,a4ce3522-8a60-4ff6-92f9-35272c2574e6,渡ゆう株式会社100120,f04d9b91-7ccf-4e47-a3d5-19dfa98e648f,123e645f-2b23-432a-872b-be0c422828fe,2021/11/12,ローソン　富士吉田大明見三丁目店,ロソン富士吉田大明見三丁目店,渡ゆう株式会社
