https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋　　号,,営業所所在地,,,"営業所
電話番号",業　　種,,"営業者名
(申請者氏名)","営業者名
(法人の代表者氏名)","営業者
住所(所在地)",,,"営業者
電話番号","初回の
許可年月日","最新の
許可年月日","新規か
継続か",許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
日清医療食品グリーンポート小松事業所,石川県,小松市岩渕町46番地2,小松市岩渕町４６番地２,,,飲食店営業,,日清医療食品株式会社,菅井正一,東京都千代田区丸の内2-7-3,東京都千代田区丸の内２－７－３,,03-3287-3611,2021.11.1,2021.11.1,新規,第62210174号,,217,日清医療食品グリーンポート小松事業所,0761,,,,,石川県　小松市岩渕町４６番地２,石川県小松市岩渕町４６番地２,,95225,17,17203,岩渕町,,2021/11/01,2021/11/01,,,日清医療食品株式会社,菅井正一,03-3287-3611,東京都千代田区丸の内２－７－３,東京都千代田区丸ノ内２－７－３,,72931,東京都,千代田区,丸の内２,第62210174号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,日清医療食品グリンポト小松事業所9522517203,0a03ea71-4c65-4d45-94b7-40785a381695,日清医療食品株式会社72931,caed14bb-a0f4-4953-b6b1-63211d3b8f27,bc4d2258-c44b-46a2-9deb-b7b11975cbe1,2021/11/01,日清医療食品グリーンポート小松事業所,日清医療食品グリンポト小松事業所,日清医療食品株式会社
奥商店,石川県,小松市今江町1-239,小松市今江町１－２３９,,,そうざい製造業,,奥秀子,,,,,,2021.11.1,2021.11.1,新規,第62210175号,,217,奥商店,0761,,,,,石川県　小松市今江町１－２３９,石川県小松市今江町１－２３９,,95215,17,17203,今江町１,,2021/11/01,2021/11/01,,,,奥秀子 ,,,,,,,,,第62210175号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,奥商店9521517203,a011ab81-cb26-4dfa-b728-3ff3908c483f,,personal,7e8e9579-5550-4f12-8596-d800f521f13f,2021/11/01,奥商店,奥商店,
奥商店,石川県,小松市今江町1-239,小松市今江町１－２３９,,,菓子製造業,,奥秀子,,,,,,2021.11.1,2021.11.1,新規,第62210176号,,217,奥商店,0761,,,,,石川県　小松市今江町１－２３９,石川県小松市今江町１－２３９,,95215,17,17203,今江町１,,2021/11/01,2021/11/01,,,,奥秀子 ,,,,,,,,,第62210176号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,奥商店9521517203,a011ab81-cb26-4dfa-b728-3ff3908c483f,,personal,750f5069-3a96-49bb-8295-531aebd95785,2021/11/01,奥商店,奥商店,
奥商店,石川県,小松市今江町1-239,小松市今江町１－２３９,,,漬物製造業,,奥秀子,,,,,,2021.11.1,2021.11.1,新規,第62210177号,,217,奥商店,0761,,,,,石川県　小松市今江町１－２３９,石川県小松市今江町１－２３９,,95215,17,17203,今江町１,,2021/11/01,2021/11/01,,,,奥秀子 ,,,,,,,,,第62210177号,新規,漬物製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,奥商店9521517203,a011ab81-cb26-4dfa-b728-3ff3908c483f,,personal,575bfd8e-d7fd-4e33-afa1-3f1eb8ec4b76,2021/11/01,奥商店,奥商店,
元気源右エ門,石川県,小松市今江町9丁目461番地,小松市今江町９丁目４６１番地,,,飲食店営業,,株式会社織田屋,織田茂盛,小松市今江町9丁目461番地,小松市今江町９丁目４６１番地,,0761-24-2485,2021.11.1,2021.11.1,新規,第62210178号,,217,元気源右エ門,0761,,,,,石川県　小松市今江町９丁目４６１番地,石川県小松市今江町９丁目４６１番地,,95223,17,17203,今江町９,,2021/11/01,2021/11/01,,,株式会社織田屋,織田茂盛,0761-24-2485,小松市今江町９丁目４６１番地,石川県小松市今江町９丁目４６１番地,,95223,石川県,小松市,今江町９,第62210178号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,元気源右エ門9522317203,82aadbf4-e3ed-4b25-b467-6388a027fa6b,株式会社織田屋95223,355f5473-95bd-471b-a85c-cf369a49ed6a,4bf68a03-354b-46de-a2ad-91341a1a2ac2,2021/11/01,元気源右エ門,元気源右エ門,株式会社織田屋
日清医療食品レイクサイド木場事業所,石川県,小松市三谷町そ80番地,小松市三谷町そ８０番地,,,飲食店営業,,日清医療食品株式会社,菅井正一,東京都千代田区丸の内2-7-3,東京都千代田区丸の内２－７－３,,03-3287-3611,2021.11.1,2021.11.1,新規,第62210179号,,217,日清医療食品レイクサイド木場事業所,0761,,,,,石川県　小松市三谷町そ８０番地,石川県小松市三谷町そ８０番地,,95287,17,17203,三谷町,,2021/11/01,2021/11/01,,,日清医療食品株式会社,菅井正一,03-3287-3611,東京都千代田区丸の内２－７－３,東京都千代田区丸ノ内２－７－３,,72931,東京都,千代田区,丸の内２,第62210179号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,日清医療食品レイクサイド木場事業所9528717203,1af65645-1e85-46b2-bfcc-7f882fa7e9f5,日清医療食品株式会社72931,caed14bb-a0f4-4953-b6b1-63211d3b8f27,32151b08-3199-494e-a9bc-3c279719df40,2021/11/01,日清医療食品レイクサイド木場事業所,日清医療食品レイクサイド木場事業所,日清医療食品株式会社
ニューリバー,石川県,小松市松生町118,小松市松生町１１８,,,飲食店営業,,新長優美子,,,,,,2021.11.1,2021.11.1,新規,第62210180号,,217,ニューリバー,0761,,,,,石川県　小松市松生町１１８,石川県小松市松生町１１８,,95418,17,17203,松生町,,2021/11/01,2021/11/01,,,,新長優美子 ,,,,,,,,,第62210180号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,ニュリバ9541817203,f2639cd1-07f4-45cf-ad79-ea69154c6c84,,personal,f8a4b950-5e93-410d-9534-e5b12f2ed4a0,2021/11/01,ニューリバー,ニュリバ,
酒房円,石川県,小松市相生町62番地,小松市相生町６２番地,,,飲食店営業,,幸西陽子,,,,,,2021.11.1,2021.11.1,新規,第62210181号,,217,酒房円,0761,,,,,石川県　小松市相生町６２番地,石川県小松市相生町６２番地,,95192,17,17203,相生町,,2021/11/01,2021/11/01,,,,幸西陽子 ,,,,,,,,,第62210181号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,酒房円9519217203,fbbef43b-8d0d-4be1-9870-8efa554145eb,,personal,3ae673c0-7ec6-4d20-bbe6-f475f5419fe9,2021/11/01,酒房円,酒房円,
たこ焼屋雅,石川県,小松市大領中町2丁目445,小松市大領中町２丁目４４５,,,飲食店営業,,加藤雅子,,,,,,2021.11.1,2021.11.1,新規,第62210182号,,217,たこ焼屋雅,0761,,,,,石川県　小松市大領中町２丁目４４５,石川県小松市大領中町２丁目４４５,,95330,17,17203,大領中町２,,2021/11/01,2021/11/01,,,,加藤雅子 ,,,,,,,,,第62210182号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,たこ焼屋雅9533017203,728b6046-67a6-48db-b73d-b85da430b4fd,,personal,5614798a-576d-47e9-a387-88d3ceccad06,2021/11/01,たこ焼屋雅,たこ焼屋雅,
すし捨,石川県,小松市土居原町410-2,小松市土居原町４１０－２,,,飲食店営業,,宮風寿男,,,,,,2021.11.1,2021.11.1,新規,第62210183号,,217,すし捨,0761,,,,,石川県　小松市土居原町４１０－２,石川県小松市土居原町４１０－２,,95347,17,17203,土居原町,,2021/11/01,2021/11/01,,,,宮風寿男 ,,,,,,,,,第62210183号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,すし捨9534717203,cec65f51-b5e9-40ef-9849-b04c433ca9ce,,personal,5ffc5190-3f9e-4d17-8ecb-d3b362646c78,2021/11/01,すし捨,すし捨,
肉とワインコンディマン,石川県,小松市日の出町1-104,小松市日の出町１－１０４,,,飲食店営業,,小花秀徳,,,,,,2021.11.1,2021.11.1,新規,第62210184号,,217,肉とワインコンディマン,0761,,,,,石川県　小松市日の出町１－１０４,石川県小松市日ノ出町１－１０４,,95393,17,17203,日の出町１,,2021/11/01,2021/11/01,,,,小花秀徳 ,,,,,,,,,第62210184号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,肉とワインコンディマン9539317203,e2f4a724-789b-4f27-abfe-26d331e667aa,,personal,0a017257-f18a-4a7a-84f4-65c46feaab31,2021/11/01,肉とワインコンディマン,肉とワインコンディマン,
喰う呑海士屋,石川県,小松市白嶺町1-23-3,小松市白嶺町１－２３－３,,,飲食店営業,,大石由美子,,,,,,2021.11.1,2021.11.1,新規,第62210185号,,217,喰う呑海士屋,0761,,,,,石川県　小松市白嶺町１－２３－３,石川県小松市白嶺町１－２３－３,,95470,17,17203,白嶺町１,,2021/11/01,2021/11/01,,,,大石由美子 ,,,,,,,,,第62210185号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,喰う呑海士屋9547017203,034e896b-1bd0-4264-bd0a-2373b67c0c8f,,personal,2cfb16d7-91e0-4af0-96f3-783ae43ea801,2021/11/01,喰う呑海士屋,喰う呑海士屋,
有限会社山下,石川県,小松市八幡癸155,小松市八幡癸１５５,,,豆腐製造業,,有限会社山下,大林芳喜,小松市八幡癸155,小松市八幡癸１５５,,0761-47-1714,2021.11.1,2021.11.1,新規,第62210186号,,217,有限会社山下,0761,,,,,石川県　小松市八幡癸１５５,石川県小松市八幡癸１５５,,95445,17,17203,八幡,,2021/11/01,2021/11/01,,,有限会社山下,大林芳喜,0761-47-1714,小松市八幡癸１５５,石川県小松市八幡癸１５５,,95445,石川県,小松市,八幡,第62210186号,新規,豆腐製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,有限会社山下9544517203,6dc4eeda-97df-49f1-bae2-73d5fcc1cd0b,有限会社山下95445,9f9d89d6-4e54-4a9a-a4a3-9d3be6210579,eefc0fee-ec80-451e-9649-bfb2eb909788,2021/11/01,有限会社山下,有限会社山下,有限会社山下
オケタニ水産株式会社,石川県,小松市本江町ホ-1南加賀公設地方卸売市場,小松市本江町ホ－１,南加賀公設地方卸売市場,,魚介類販売業,,オケタニ水産株式会社,桶谷哲也,小松市本江町ホ-1,小松市本江町ホ－１,,0761-22-0553,2021.11.1,2021.11.1,新規,第62210187号,,217,オケタニ水産株式会社,0761,,,,,石川県　小松市本江町ホ－１,石川県小松市本江町ホ－１,南加賀公設地方卸売市場,95406,17,17203,本江町,,2021/11/01,2021/11/01,,,オケタニ水産株式会社,桶谷哲也,0761-22-0553,小松市本江町ホ－１,石川県小松市本江町ホ－１,,95406,石川県,小松市,本江町,第62210187号,新規,魚介類販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,I,58,,,オケタニ水産株式会社9540617203,dc7c387c-1860-423c-8b49-0c36aa9ed300,オケタニ水産株式会社95406,1cb573c9-9c3b-48c1-a347-ba0d1ce177e7,33a41dea-25f6-49e7-a341-c1809de3bc96,2021/11/01,オケタニ水産株式会社,オケタニ水産株式会社,オケタニ水産株式会社
オケタニ水産株式会社,石川県,小松市本江町ホ-1南加賀公設地方卸売市場,小松市本江町ホ－１,南加賀公設地方卸売市場,,食品の小分け業,,オケタニ水産株式会社,桶谷哲也,小松市本江町ホ-1,小松市本江町ホ－１,,0761-22-0553,2021.11.1,2021.11.1,新規,第62210188号,,217,オケタニ水産株式会社,0761,,,,,石川県　小松市本江町ホ－１,石川県小松市本江町ホ－１,南加賀公設地方卸売市場,95406,17,17203,本江町,,2021/11/01,2021/11/01,,,オケタニ水産株式会社,桶谷哲也,0761-22-0553,小松市本江町ホ－１,石川県小松市本江町ホ－１,,95406,石川県,小松市,本江町,第62210188号,新規,食品の小分け業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,I,58,522,5229,オケタニ水産株式会社9540617203,dc7c387c-1860-423c-8b49-0c36aa9ed300,オケタニ水産株式会社95406,1cb573c9-9c3b-48c1-a347-ba0d1ce177e7,fcd2fd3b-8339-452b-b37c-3a7d6df2087c,2021/11/01,オケタニ水産株式会社,オケタニ水産株式会社,オケタニ水産株式会社
有限会社角源海産,石川県,小松市本江町ホ1,小松市本江町ホ１,,,魚介類販売業,,有限会社角源海産,福岡秀典,小松市本江町ホ1,小松市本江町ホ１,,0761-24-3533,2021.11.1,2021.11.1,新規,第62210189号,,217,有限会社角源海産,0761,,,,,石川県　小松市本江町ホ１,石川県小松市本江町ホ１,,95406,17,17203,本江町,,2021/11/01,2021/11/01,,,有限会社角源海産,福岡秀典,0761-24-3533,小松市本江町ホ１,石川県小松市本江町ホ１,,95406,石川県,小松市,本江町,第62210189号,新規,魚介類販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,I,58,,,有限会社角源海産9540617203,13f5590d-aeb2-430e-a5df-7eefbcff7874,有限会社角源海産95406,c40afca1-55da-4209-932c-aba6597b6289,e47d4487-5424-41fc-b529-e6f9eb25c1f9,2021/11/01,有限会社角源海産,有限会社角源海産,有限会社角源海産
有限会社角源海産,石川県,小松市本江町ホ1,小松市本江町ホ１,,,そうざい製造業,,有限会社角源海産,福岡秀典,小松市本江町ホ1,小松市本江町ホ１,,0761-24-3533,2021.11.1,2021.11.1,新規,第62210190号,,217,有限会社角源海産,0761,,,,,石川県　小松市本江町ホ１,石川県小松市本江町ホ１,,95406,17,17203,本江町,,2021/11/01,2021/11/01,,,有限会社角源海産,福岡秀典,0761-24-3533,小松市本江町ホ１,石川県小松市本江町ホ１,,95406,石川県,小松市,本江町,第62210190号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,有限会社角源海産9540617203,13f5590d-aeb2-430e-a5df-7eefbcff7874,有限会社角源海産95406,c40afca1-55da-4209-932c-aba6597b6289,8f938420-a5cc-4d51-9326-8c3ffa89dacc,2021/11/01,有限会社角源海産,有限会社角源海産,有限会社角源海産
小松カントリークラブ（レストラン）,石川県,小松市木場町セ１番地,小松市木場町セ１番地,,,飲食店営業,,北国リゾート開発株式会社,小田浩平,小松市木場町セ１番地,小松市木場町セ１番地,,0761-43-3030,2021.11.1,2021.11.1,新規,第62210191号,,217,小松カントリークラブ（レストラン）,0761,,,,,石川県　小松市木場町セ１番地,石川県小松市木場町セ１番地,,95264,17,17203,木場町,,2021/11/01,2021/11/01,,,北国リゾート開発株式会社,小田浩平,0761-43-3030,小松市木場町セ１番地,石川県小松市木場町セ１番地,,95264,石川県,小松市,木場町,第62210191号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,小松カントリクラブレストラン9526417203,92b64645-4df1-45b8-b83c-1686989df1b0,北国リゾート開発株式会社95264,ffd1f605-30c3-4583-a9d3-773d9e3aecfb,6f76eab2-b6b5-41a6-aaec-b5b858617501,2021/11/01,小松カントリークラブ（レストラン）,小松カントリクラブレストラン,北国リゾート開発株式会社
JA能美調理加工室,石川県,能美市粟生町あ1・2番地,能美市粟生町あ１・２番地,,0761-57-2655,漬物製造業,,能美農業協同組合,和田憲光,能美市粟生町ヨ1番地,能美市粟生町ヨ１番地,,0761-57-2655,2021.11.1,2021.11.1,新規,第62210192号,,217,JA能美調理加工室,0761,0761-57-2655,,,,石川県　能美市粟生町あ１・２番地,石川県能美市粟生町あ１・２番地,,96527,17,17211,粟生町,,2021/11/01,2021/11/01,,,能美農業協同組合,和田憲光,0761-57-2655,能美市粟生町ヨ１番地,石川県能美市粟生町ヨ１番地,,96527,石川県,能美市,粟生町,第62210192号,新規,漬物製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,ＪＡ能美調理加工室0761-57-26559652717211,ec0e356b-203a-4747-ab90-b292a3db2c85,能美農業協同組合96527,4c224a5a-c6e7-46d4-9141-935e4899d0a8,97edc757-a4fd-4feb-8aa0-2ae6770483e3,2021/11/01,ＪＡ能美調理加工室,ＪＡ能美調理加工室,能美農業協同組合
JA能美調理加工室,石川県,能美市粟生町あ1・2番地,能美市粟生町あ１・２番地,,0761-57-2655,菓子製造業,,能美農業協同組合,和田憲光,能美市粟生町ヨ1番地,能美市粟生町ヨ１番地,,0761-57-2655,2021.11.1,2021.11.1,新規,第62210193号,,217,JA能美調理加工室,0761,0761-57-2655,,,,石川県　能美市粟生町あ１・２番地,石川県能美市粟生町あ１・２番地,,96527,17,17211,粟生町,,2021/11/01,2021/11/01,,,能美農業協同組合,和田憲光,0761-57-2655,能美市粟生町ヨ１番地,石川県能美市粟生町ヨ１番地,,96527,石川県,能美市,粟生町,第62210193号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,ＪＡ能美調理加工室0761-57-26559652717211,ec0e356b-203a-4747-ab90-b292a3db2c85,能美農業協同組合96527,4c224a5a-c6e7-46d4-9141-935e4899d0a8,fa125cc1-b431-4b7b-90be-84b296f10607,2021/11/01,ＪＡ能美調理加工室,ＪＡ能美調理加工室,能美農業協同組合
JA能美調理加工室,石川県,能美市粟生町あ1・2番地,能美市粟生町あ１・２番地,,0761-57-2655,そうざい製造業,,能美農業協同組合,和田憲光,能美市粟生町ヨ1番地,能美市粟生町ヨ１番地,,0761-57-2655,2021.11.1,2021.11.1,新規,第62210194号,,217,JA能美調理加工室,0761,0761-57-2655,,,,石川県　能美市粟生町あ１・２番地,石川県能美市粟生町あ１・２番地,,96527,17,17211,粟生町,,2021/11/01,2021/11/01,,,能美農業協同組合,和田憲光,0761-57-2655,能美市粟生町ヨ１番地,石川県能美市粟生町ヨ１番地,,96527,石川県,能美市,粟生町,第62210194号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,ＪＡ能美調理加工室0761-57-26559652717211,ec0e356b-203a-4747-ab90-b292a3db2c85,能美農業協同組合96527,4c224a5a-c6e7-46d4-9141-935e4899d0a8,90c6bc74-e987-4ce1-a6a8-a04c3c896f2f,2021/11/01,ＪＡ能美調理加工室,ＪＡ能美調理加工室,能美農業協同組合
粟生お多福,石川県,能美市粟生町ハ40番地1,能美市粟生町ハ４０番地１,,,飲食店営業,,有限会社加賀福商会,北野公,能美市粟生町ハ40番地1,能美市粟生町ハ４０番地１,,0761-57-1387,2021.11.1,2021.11.1,新規,第62210195号,,217,粟生お多福,0761,,,,,石川県　能美市粟生町ハ４０番地１,石川県能美市粟生町ハ４０番地１,,96527,17,17211,粟生町,,2021/11/01,2021/11/01,,,有限会社加賀福商会,北野公,0761-57-1387,能美市粟生町ハ４０番地１,石川県能美市粟生町ハ４０番地１,,96527,石川県,能美市,粟生町,第62210195号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,粟生お多福9652717211,855590c4-b972-4390-8902-b8566d35abcf,有限会社加賀福商会96527,ffa797cb-f990-44b2-bf01-4b58f36d6aa0,87cfea17-2a0b-46ee-b435-cfef01796795,2021/11/01,粟生お多福,粟生お多福,有限会社加賀福商会
アルビス　寺井店,石川県,能美市寺井町90-1,能美市寺井町９０－１,,0766-56-7200,魚介類販売業,,アルビス株式会社,池田和男,富山県射水市流通センター水戸田三丁目４番地,富山県射水市流通センター水戸田３丁目４番地,,0766-56-7200,2021.11.1,2021.11.1,新規,第62210196号,,217,アルビス　寺井店,0761,0766-56-7200,,,,石川県　能美市寺井町９０－１,石川県能美市寺井町９０－１,,96567,17,17211,寺井町,,2021/11/01,2021/11/01,,,アルビス株式会社,池田和男,0766-56-7200,富山県射水市流通センター水戸田３丁目４番地,富山県射水市流通センタ－水戸田３丁目４番地,,93667,富山県,射水市,流通センタ－水戸田３,第62210196号,新規,魚介類販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,I,58,,,アルビス寺井店0766-56-72009656717211,493a03e2-ee91-404a-8af1-b4a0c8936490,アルビス株式会社93667,209d3e9b-cc5d-4dea-9ec4-bbe06b1e17fe,d70bcb12-3c1e-4a78-b800-0be4a4bf1c00,2021/11/01,アルビス　寺井店,アルビス寺井店,アルビス株式会社
アルビス　寺井店,石川県,能美市寺井町90-1,能美市寺井町９０－１,,0766-56-7200,食肉販売業,,アルビス株式会社,池田和男,富山県射水市流通センター水戸田三丁目４番地,富山県射水市流通センター水戸田３丁目４番地,,0766-56-7200,2021.11.1,2021.11.1,新規,第62210197号,,217,アルビス　寺井店,0761,0766-56-7200,,,,石川県　能美市寺井町９０－１,石川県能美市寺井町９０－１,,96567,17,17211,寺井町,,2021/11/01,2021/11/01,,,アルビス株式会社,池田和男,0766-56-7200,富山県射水市流通センター水戸田３丁目４番地,富山県射水市流通センタ－水戸田３丁目４番地,,93667,富山県,射水市,流通センタ－水戸田３,第62210197号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,I,58,583,,アルビス寺井店0766-56-72009656717211,493a03e2-ee91-404a-8af1-b4a0c8936490,アルビス株式会社93667,209d3e9b-cc5d-4dea-9ec4-bbe06b1e17fe,5fbe723f-c1a8-49aa-8969-22a88b11bdf3,2021/11/01,アルビス　寺井店,アルビス寺井店,アルビス株式会社
幡生の荘,石川県,能美市辰口町573-1,能美市辰口町５７３－１,,,飲食店営業,,松蔵クミ,,,,,,2021.11.1,2021.11.1,新規,第62210198号,,217,幡生の荘,0761,,,,,石川県　能美市辰口町５７３－１,石川県能美市辰口町５７３－１,,96565,17,17211,辰口町,,2021/11/01,2021/11/01,,,,松蔵クミ ,,,,,,,,,第62210198号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,幡生の荘9656517211,dd3390ed-7da0-44ad-9930-748f69595108,,personal,7fba19b0-f4ca-4723-8758-c20ce3f6efa0,2021/11/01,幡生の荘,幡生の荘,
ファミリーマート川北町役場前店,石川県,能美郡川北町壱ツ屋172番地3,能美郡川北町壱ツ屋１７２番地３,,,飲食店営業,,株式会社ホライズン,水上正博,能美市中町ソ18番地12,能美市中町ソ１８番地１２,,0761-56-2627,2021.11.1,2021.11.1,新規,第62210199号,,217,ファミリーマート川北町役場前店,076,,,,,石川県　能美郡川北町壱ツ屋１７２番地３,石川県能美郡川北町壱ツ屋１７２番地３,,701408,17,17324,壱ツ屋,,2021/11/01,2021/11/01,,,株式会社ホライズン,水上正博,0761-56-2627,能美市中町ソ１８番地１２,石川県能美市中町ソ１８番地１２,,96576,石川県,能美市,中町,第62210199号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,ファミリマト川北町役場前店70140817324,f3d196d6-6b53-49fa-8b9b-d7c9190c110c,株式会社ホライズン96576,aff1dc1f-3b12-430f-8967-e936f9792e53,9308ca18-f850-4a1b-a899-20973222d028,2021/11/01,ファミリーマート川北町役場前店,ファミリマト川北町役場前店,株式会社ホライズン
大番食堂,石川県,能美郡川北町橘ツ54,能美郡川北町橘ツ５４,,,飲食店営業,,西田雅一,,,,,,2021.11.1,2021.11.1,新規,第62210200号,,217,大番食堂,076,,,,,石川県　能美郡川北町橘ツ５４,石川県能美郡川北町橘ツ５４,,701381,17,17324,橘,,2021/11/01,2021/11/01,,,,西田雅一 ,,,,,,,,,第62210200号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,M,76,,,大番食堂70138117324,4d296b03-170a-44c0-9e2c-bf11da546678,,personal,01935265-ce52-481f-b043-7657b2a11426,2021/11/01,大番食堂,大番食堂,
西田製麺所,石川県,能美郡川北町橘ツ54,能美郡川北町橘ツ５４,,,麺類製造業,,西田雅一,,,,,,2021.11.1,2021.11.1,新規,第62210201号,,217,西田製麺所,076,,,,,石川県　能美郡川北町橘ツ５４,石川県能美郡川北町橘ツ５４,,701381,17,17324,橘,,2021/11/01,2021/11/01,,,,西田雅一 ,,,,,,,,,第62210201号,新規,麺類製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗南加賀,E,9,,,西田製麺所70138117324,7619c44d-ee00-4297-90d6-643fd1ca68b5,,personal,6f90da25-e6bf-4aef-a39c-5b96bcb189d7,2021/11/01,西田製麺所,西田製麺所,
