https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
確認番号,施設名,施設-住所0,施設-住所1,施設-住所2,施設-電話番号1,業種,申請者1,申請者2,申請-住所0,施設-住所1,施設-住所2,許可期間開始日,許可期間終了日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可番号,施設名,営業所在地_方書,,,営業所電話番号,営業種別,営業者氏名,代表者氏名,営業者住所_方書,,,許可開始日,許可満了日,初回許可開始年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
5086805,ボンボナクイユ,岐阜県岐阜市木ノ本町３丁目１－８,岐阜県岐阜市木ノ本町３丁目１－８,,,菓子製造業,国本　順姫,,,,,20211102,20271130,20211102,,228,ボンボナクイユ,058,,,,,岐阜県岐阜市木ノ本町３丁目１－８　　　,岐阜県岐阜市木ノ本町３丁目１－８,,103600,21,21201,木ノ本町３,,2021/11/02,,2021/11/02,2027/11/30,,国本　順姫 ,,,,,,,,,5086805,,菓子製造業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,E,9,,,ボンボナクイユ10360021201,14f218ba-206f-4cd0-9499-bb34168793cb,,personal,9c364672-f24d-4da2-97c1-673f9a78badc,2021/11/02,ボンボナクイユ,ボンボナクイユ,
5086535,ＭＩＴＯ,岐阜県岐阜市中川原３丁目６９,岐阜県岐阜市中川原３丁目６９,,058-213-5073,そうざい製造業,株式会社美杜統合ヘルスケア研究所,五十嵐　福代,岐阜県岐阜市平和通１丁目３　キャッスルハイツ長良北町Ⅱ１３０１,岐阜県岐阜市平和通１丁目３,キャッスルハイツ長良北町Ⅱ１３０１,20211103,20280229,20211103,,228,ＭＩＴＯ,058,058-213-5073,,,,岐阜県岐阜市中川原３丁目６９　　岐阜県岐阜市平和通１丁目３　キャッスルハイツ長良北町Ⅱ１３０１,岐阜県岐阜市中川原３丁目６９岐阜県岐阜市平和通１丁目３キャツスルハイツ長良北町Ⅱ１３０１,,104140,21,21201,中川原３,,2021/11/03,,2021/11/03,2028/02/29,株式会社美杜統合ヘルスケア研究所,五十嵐　福代,,,,,,,,,5086535,,そうざい製造業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,E,9,,,ＭＩＴＯ058-213-507310414021201,6abb83c1-5169-42f2-8678-a5090842a7ea,株式会社美杜統合ヘルスケア研究所,2d25e88f-8c04-4500-8454-8a32be26ceca,4ce4a873-ba04-49f7-a9fc-f724b6c8bcf5,2021/11/03,ＭＩＴＯ,ＭＩＴＯ,株式会社美杜統合ヘルスケア研究所
5087785,ファミリーマート岐阜新北島店,岐阜県岐阜市北島９丁目８－４,岐阜県岐阜市北島９丁目８－４,,058-210-2638,飲食店営業,株式会社翔,川部　進,岐阜県岐阜市北島９丁目８－４,岐阜県岐阜市北島９丁目８－４,,20211111,20271130,20211111,,228,ファミリーマート岐阜新北島店,058,058-210-2638,,,,岐阜県岐阜市北島９丁目８－４　　岐阜県岐阜市北島９丁目８－４　,岐阜県岐阜市北島９丁目８－４岐阜県岐阜市北島９丁目８－４,,103560,21,21201,北島９,,2021/11/11,,2021/11/11,2027/11/30,株式会社翔,川部　進,,,,,,,,,5087785,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,ファミリマト岐阜新北島店058-210-263810356021201,d4929811-4a17-4755-b431-83a8cebc9fbc,株式会社翔,6bd87bc0-f124-407c-98ec-de7736a96ba5,6ff0f229-7f39-458c-ac66-f58cb91e68a5,2021/11/11,ファミリーマート岐阜新北島店,ファミリマト岐阜新北島店,株式会社翔
5088015,ぱすてる,岐阜県岐阜市早田栄町２丁目１６　松原ビル　１Ｆ,岐阜県岐阜市早田栄町２丁目１６,松原ビル １Ｆ,,飲食店営業,黒川　進,,,,,20211118,20271130,20211118,,228,ぱすてる,058,,,,,岐阜県岐阜市早田栄町２丁目１６　松原ビル １Ｆ　　,岐阜県岐阜市早田栄町２丁目１６松原ビル１Ｆ,,103905,21,21201,早田栄町２,,2021/11/18,,2021/11/18,2027/11/30,,黒川　進 ,,,,,,,,,5088015,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,ぱすてる10390521201,fd976a0d-d2b4-4d6a-81f9-f10264945042,,personal,87e74fbb-27a4-414c-b7a8-17f3c05257cf,2021/11/18,ぱすてる,ぱすてる,
5086775,ＭＯＯＮ　ＢＡＫＥＲＹ,岐阜県岐阜市加納大黒町６丁目１５　１Ｆ北側,岐阜県岐阜市加納大黒町６丁目１５,１Ｆ北側,,菓子製造業,文　海成,,,,,20211118,20280229,20211118,,228,ＭＯＯＮ　ＢＡＫＥＲＹ,058,,,,,岐阜県岐阜市加納大黒町６丁目１５　１Ｆ北側　　,岐阜県岐阜市加納大黒町６丁目１５１Ｆ北側,,103367,21,21201,加納大黒町６,,2021/11/18,,2021/11/18,2028/02/29,,文　海成 ,,,,,,,,,5086775,,菓子製造業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,E,9,,,ＭＯＯＮＢＡＫＥＲＹ10336721201,f5e97271-ccc4-4269-8f02-c1b7a0f36eea,,personal,cee032ac-a860-4bfc-8977-2f9af3feb7da,2021/11/18,ＭＯＯＮ　ＢＡＫＥＲＹ,ＭＯＯＮＢＡＫＥＲＹ,
5087945,Ｃｈｏｗｄｙ,岐阜県岐阜市則武東２丁目１８－２６,岐阜県岐阜市則武東２丁目１８－２６,,058-213-5910,菓子製造業,株式会社Ｔｒｉｐｌｅ　Ｃ．,伊東　茂樹,岐阜県岐阜市菊地町３丁目１,岐阜県岐阜市菊地町３丁目１,,20211119,20271130,20211119,,228,Ｃｈｏｗｄｙ,058,058-213-5910,,,,岐阜県岐阜市則武東２丁目１８－２６　　岐阜県岐阜市菊地町３丁目１　,岐阜県岐阜市則武東２丁目１８－２６岐阜県岐阜市菊地町３丁目１,,105081,21,21201,則武東２,,2021/11/19,,2021/11/19,2027/11/30,株式会社Ｔｒｉｐｌｅ　Ｃ．,伊東　茂樹,,,,,,,,,5087945,,菓子製造業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,E,9,,,Ｃｈｏｗｄｙ058-213-591010508121201,49f2d03b-3ee9-4ceb-8492-2a037ab3f5c9,株式会社Ｔｒｉｐｌｅ　Ｃ．,2e00cf43-8a61-4860-a141-366b24b6df80,2d317451-76ef-4ce4-9190-7d7c6581e4d0,2021/11/19,Ｃｈｏｗｄｙ,Ｃｈｏｗｄｙ,株式会社Ｔｒｉｐｌｅ　Ｃ．
5087145,Ｔａｐａｓ茶緒,岐阜県岐阜市北一色４丁目２－１３　宝海ビル　１Ｆ１０５,岐阜県岐阜市北一色４丁目２－１３,宝海ビル １Ｆ１０５,,飲食店営業,山本　眞里子,,,,,20211113,20261130,20211113,,228,Ｔａｐａｓ茶緒,058,,,,,岐阜県岐阜市北一色４丁目２－１３　宝海ビル １Ｆ１０５　　,岐阜県岐阜市北一色４丁目２－１３宝海ビル１Ｆ１０５,,103537,21,21201,北一色４,,2021/11/13,,2021/11/13,2026/11/30,,山本　眞里子 ,,,,,,,,,5087145,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,Ｔａｐａｓ茶緒10353721201,dbc4922f-b573-4613-a78d-e11db41977ce,,personal,35321f53-b377-4c2e-90ff-76a0c2285c20,2021/11/13,Ｔａｐａｓ茶緒,Ｔａｐａｓ茶緒,
5087905,スタミナ肉ラーメン三條,岐阜県岐阜市琴塚１丁目３－７,岐阜県岐阜市琴塚１丁目３－７,,058-372-6971,飲食店営業,竹内　大畝,,,,,20211118,20271130,20211118,,228,スタミナ肉ラーメン三條,058,058-372-6971,,,,岐阜県岐阜市琴塚１丁目３－７　　　,岐阜県岐阜市琴塚１丁目３－７,,103679,21,21201,琴塚１,,2021/11/18,,2021/11/18,2027/11/30,,竹内　大畝 ,,,,,,,,,5087905,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,スタミナ肉ラメン三條058-372-697110367921201,8549bf77-d7ad-48b3-bcb6-a479073c1531,,personal,3853d77f-30c0-4c27-8cc9-e04b322255c5,2021/11/18,スタミナ肉ラーメン三條,スタミナ肉ラメン三條,
5085715,ＣＡＦÉ　ＳＫＹＢＬＵＥ,岐阜県岐阜市茜部菱野１丁目５４　栄進ビル　１Ｆ,岐阜県岐阜市茜部菱野１丁目５４,栄進ビル １Ｆ,058-214-7022,飲食店営業,中川　千奈,,,,,20211105,20261130,20211105,,228,ＣＡＦÉ　ＳＫＹＢＬＵＥ,058,058-214-7022,,,,岐阜県岐阜市茜部菱野１丁目５４　栄進ビル １Ｆ　　,岐阜県岐阜市茜部菱野１丁目５４栄進ビル１Ｆ,,102928,21,21201,茜部菱野１,,2021/11/05,,2021/11/05,2026/11/30,,中川　千奈 ,,,,,,,,,5085715,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,ＣＡＦEＳＫＹＢＬＵＥ058-214-702210292821201,255db55a-f010-49be-86b8-b0827f8543ca,,personal,a1a99772-caff-48f2-96f0-d9877513e1b3,2021/11/05,ＣＡＦÉ　ＳＫＹＢＬＵＥ,ＣＡＦEＳＫＹＢＬＵＥ,
5087035,セブン－イレブン　岐阜東うずら店,岐阜県岐阜市東鶉２丁目８９－１,岐阜県岐阜市東鶉２丁目８９－１,,058-276-0013,飲食店営業,株式会社Ｆｌａｔ　Ｐｉｎｅ,平松　秀章,岐阜県岐阜市東鶉１丁目２７－９,岐阜県岐阜市東鶉１丁目２７－９,,20211101,20280831,20211101,,228,セブン－イレブン　岐阜東うずら店,058,058-276-0013,,,,岐阜県岐阜市東鶉２丁目８９－１　　岐阜県岐阜市東鶉１丁目２７－９　,岐阜県岐阜市東鶉２丁目８９－１岐阜県岐阜市東鶉１丁目２７－９,,104395,21,21201,東鶉２,,2021/11/01,,2021/11/01,2028/08/31,株式会社Ｆｌａｔ　Ｐｉｎｅ,平松　秀章,,,,,,,,,5087035,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,セブンイレブン岐阜東うずら店058-276-001310439521201,0aff7669-0cf8-40b2-af1e-591894d4b407,株式会社Ｆｌａｔ　Ｐｉｎｅ,dd2c31d4-14f9-4436-9e0e-ab1e06f7d2dc,61b62e3c-4bca-4415-a7a9-5021e2120aff,2021/11/01,セブンイレブン　岐阜東うずら店,セブンイレブン岐阜東うずら店,株式会社Ｆｌａｔ　Ｐｉｎｅ
5086545,鴨麺処　和　～ＮＡＧＯＭＩ～,岐阜県岐阜市城東通１丁目１４－２,岐阜県岐阜市城東通１丁目１４－２,,,飲食店営業,小酒井　優太,,,,,20211113,20280531,20211113,,228,鴨麺処　和　～ＮＡＧＯＭＩ～,058,,,,,岐阜県岐阜市城東通１丁目１４－２　　　,岐阜県岐阜市城東通１丁目１４－２,,103836,21,21201,城東通１,,2021/11/13,,2021/11/13,2028/05/31,,小酒井　優太 ,,,,,,,,,5086545,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,鴨麺処和ＮＡＧＯＭＩ10383621201,b59e9193-4ea2-4617-8c63-c865d82cba5b,,personal,74afdab5-c2c2-41c9-9a54-1cb81b45f52c,2021/11/13,鴨麺処　和　～ＮＡＧＯＭＩ～,鴨麺処和ＮＡＧＯＭＩ,
5087895,江戸前玉子焼き　西を,岐阜県岐阜市領下１５７５－１,岐阜県岐阜市領下１５７５－１,,,そうざい製造業,西尾　圭次,,,,,20211113,20280531,20211113,,228,江戸前玉子焼き　西を,058,,,,,岐阜県岐阜市領下１５７５－１　　　,岐阜県岐阜市領下１５７５－１,,104770,21,21201,領下１,,2021/11/13,,2021/11/13,2028/05/31,,西尾　圭次 ,,,,,,,,,5087895,,そうざい製造業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,E,9,,,江戸前玉子焼き西を10477021201,518dd4ef-61b0-4976-b898-f87d991ff956,,personal,7cc8da48-f3f4-429f-9e45-8c8609a12345,2021/11/13,江戸前玉子焼き　西を,江戸前玉子焼き西を,
5087955,フランス風菓子　ポン・ヌフ,岐阜県岐阜市日置江２９５,岐阜県岐阜市日置江２９５,,,飲食店営業,山﨑　芳美,,,,,20211112,20280831,20211112,,228,フランス風菓子　ポン・ヌフ,058,,,,,岐阜県岐阜市日置江２９５　　　,岐阜県岐阜市日置江２９５,,104420,21,21201,日置江２,,2021/11/12,,2021/11/12,2028/08/31,,山﨑　芳美 ,,,,,,,,,5087955,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,フランス風菓子ポンヌフ10442021201,6c47abc7-1795-4a1d-a91d-ae0067021316,,personal,3a1d3da4-be6b-44dc-8254-359ab024da7a,2021/11/12,フランス風菓子　ポン・ヌフ,フランス風菓子ポンヌフ,
5085535,株式会社三晶　御望山食堂,岐阜県岐阜市則松２丁目８４－１,岐阜県岐阜市則松２丁目８４－１,,,飲食店営業,株式会社三晶,佐藤　毅,宮城県多賀城市笠神４丁目３－３７,宮城県多賀城市笠神４丁目３－３７,,20211101,20270831,20211101,,228,株式会社三晶　御望山食堂,058,,,,,岐阜県岐阜市則松２丁目８４－１　　宮城県多賀城市笠神４丁目３－３７　,岐阜県岐阜市則松２丁目８４－１宮城県多賀城市笠神４丁目３－３７,,104353,21,21201,則松２,,2021/11/01,,2021/11/01,2027/08/31,株式会社三晶,佐藤　毅,,,,,,,,,5085535,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,株式会社三晶御望山食堂10435321201,12838d12-c04f-4019-ae37-0fc07aeb4de2,株式会社三晶,bf9d688f-e729-411f-98d6-4edfdfd1cc9d,71edb48e-adf3-471a-b548-5c4ad1793112,2021/11/01,株式会社三晶　御望山食堂,株式会社三晶御望山食堂,株式会社三晶
5087495,岐阜なめきファーム,岐阜県岐阜市柳津町上佐波西１丁目４－２,岐阜県岐阜市柳津町上佐波西１丁目４－２,,,飲食店営業,日比野　誠二,,,,,20211125,20270531,20211125,,228,岐阜なめきファーム,058,,,,,岐阜県岐阜市柳津町上佐波西１丁目４－２　　　,岐阜県岐阜市柳津町上佐波西１丁目４－２,,104971,21,21201,柳津町上佐波西１,,2021/11/25,,2021/11/25,2027/05/31,,日比野　誠二 ,,,,,,,,,5087495,,飲食店営業,,,,228_岐阜県_岐阜市保健所_食品衛生(許可)_2021年11月_末日_新規,M,76,,,岐阜なめきファム10497121201,3f6facc0-4ee3-4641-987b-f4a680582093,,personal,d76893df-8e2f-481f-8929-dab7b39a5e51,2021/11/25,岐阜なめきファーム,岐阜なめきファム,
